parameter,rhat,experiment,condition,model_name
"r_participant__hu[058,Intercept]",1.0003921127809587,exp1,baserate,hurdle
"r_participant__hu[059,Intercept]",1.0003561188632648,exp1,baserate,hurdle
"r_participant__hu[060,Intercept]",1.0002903245807329,exp1,baserate,hurdle
"r_participant__hu[061,Intercept]",1.0004030867147646,exp1,baserate,hurdle
"r_participant__hu[062,Intercept]",1.0002647970870584,exp1,baserate,hurdle
"r_participant__hu[063,Intercept]",1.0005370665208106,exp1,baserate,hurdle
"r_participant__hu[001,condpresent]",1.000573453044616,exp1,baserate,hurdle
"r_participant__hu[002,condpresent]",1.00018230699935,exp1,baserate,hurdle
"r_participant__hu[003,condpresent]",1.0004290694277818,exp1,baserate,hurdle
"r_participant__hu[004,condpresent]",1.0000972602039546,exp1,baserate,hurdle
"r_participant__hu[005,condpresent]",1.0004755949714346,exp1,baserate,hurdle
"r_participant__hu[006,condpresent]",1.0004858240628782,exp1,baserate,hurdle
"r_participant__hu[008,condpresent]",1.0001696324477785,exp1,baserate,hurdle
"r_participant__hu[009,condpresent]",1.000148571956253,exp1,baserate,hurdle
"r_participant__hu[010,condpresent]",1.0004379871472338,exp1,baserate,hurdle
"r_participant__hu[011,condpresent]",1.0001146406422647,exp1,baserate,hurdle
"r_participant__hu[012,condpresent]",1.0000619765093623,exp1,baserate,hurdle
"r_participant__hu[013,condpresent]",1.000312466364379,exp1,baserate,hurdle
"r_participant__hu[014,condpresent]",1.000457674936041,exp1,baserate,hurdle
"r_participant__hu[015,condpresent]",1.0005248273841738,exp1,baserate,hurdle
"r_participant__hu[016,condpresent]",1.000660522746735,exp1,baserate,hurdle
"r_participant__hu[017,condpresent]",1.000602358373666,exp1,baserate,hurdle
"r_participant__hu[018,condpresent]",1.0003479699675466,exp1,baserate,hurdle
"r_participant__hu[019,condpresent]",1.0002811486080638,exp1,baserate,hurdle
"r_participant__hu[020,condpresent]",1.0004220522772571,exp1,baserate,hurdle
"r_participant__hu[021,condpresent]",1.0004040764344608,exp1,baserate,hurdle
"r_participant__hu[022,condpresent]",1.0004793992934575,exp1,baserate,hurdle
"r_participant__hu[023,condpresent]",1.000408806378553,exp1,baserate,hurdle
"r_participant__hu[024,condpresent]",1.0001939393132022,exp1,baserate,hurdle
"r_participant__hu[025,condpresent]",1.0005265671393773,exp1,baserate,hurdle
"r_participant__hu[026,condpresent]",1.000105847685772,exp1,baserate,hurdle
"r_participant__hu[027,condpresent]",1.0004279015135071,exp1,baserate,hurdle
"r_participant__hu[029,condpresent]",1.0003407769810033,exp1,baserate,hurdle
"r_participant__hu[030,condpresent]",1.000452307133246,exp1,baserate,hurdle
"r_participant__hu[032,condpresent]",1.000613133724084,exp1,baserate,hurdle
"r_participant__hu[033,condpresent]",1.0006002827170053,exp1,baserate,hurdle
"r_participant__hu[034,condpresent]",0.999990640901792,exp1,baserate,hurdle
"r_participant__hu[035,condpresent]",1.0002749193702638,exp1,baserate,hurdle
"r_participant__hu[036,condpresent]",1.0006820208951475,exp1,baserate,hurdle
"r_participant__hu[037,condpresent]",1.0001083028233164,exp1,baserate,hurdle
"r_participant__hu[038,condpresent]",1.0002974607449504,exp1,baserate,hurdle
"r_participant__hu[039,condpresent]",1.0003497400068695,exp1,baserate,hurdle
"r_participant__hu[040,condpresent]",1.0002907831572747,exp1,baserate,hurdle
"r_participant__hu[041,condpresent]",1.0003249741630011,exp1,baserate,hurdle
"r_participant__hu[042,condpresent]",1.0004862442409053,exp1,baserate,hurdle
"r_participant__hu[043,condpresent]",1.0004796017353033,exp1,baserate,hurdle
"r_participant__hu[044,condpresent]",1.0004113262021195,exp1,baserate,hurdle
"r_participant__hu[045,condpresent]",1.000551098446377,exp1,baserate,hurdle
"r_participant__hu[046,condpresent]",1.0009013788233487,exp1,baserate,hurdle
"r_participant__hu[047,condpresent]",1.0006033085249637,exp1,baserate,hurdle
"r_participant__hu[048,condpresent]",1.000694910084401,exp1,baserate,hurdle
"r_participant__hu[051,condpresent]",1.0006147170342838,exp1,baserate,hurdle
"r_participant__hu[053,condpresent]",1.0004047185990244,exp1,baserate,hurdle
"r_participant__hu[054,condpresent]",1.0005157823560342,exp1,baserate,hurdle
"r_participant__hu[055,condpresent]",1.000486589722972,exp1,baserate,hurdle
"r_participant__hu[056,condpresent]",1.0008165643101292,exp1,baserate,hurdle
"r_participant__hu[057,condpresent]",1.000716722454909,exp1,baserate,hurdle
"r_participant__hu[058,condpresent]",1.0004890679308938,exp1,baserate,hurdle
"r_participant__hu[059,condpresent]",1.0005969870382647,exp1,baserate,hurdle
"r_participant__hu[060,condpresent]",1.000553044843723,exp1,baserate,hurdle
"r_participant__hu[061,condpresent]",1.0005085143217598,exp1,baserate,hurdle
"r_participant__hu[062,condpresent]",1.0005769468068608,exp1,baserate,hurdle
"r_participant__hu[063,condpresent]",1.0006145701379017,exp1,baserate,hurdle
lprior,1.0005650866029556,exp1,baserate,hurdle
lp__,1.0008671997411958,exp1,baserate,hurdle
"z_1[1,1]",1.003039991695641,exp1,baserate,hurdle
"z_1[1,2]",1.0045588141266482,exp1,baserate,hurdle
"z_1[1,3]",1.0033058113196065,exp1,baserate,hurdle
"z_1[1,4]",1.0047298804013867,exp1,baserate,hurdle
"z_1[1,5]",1.0043341553184493,exp1,baserate,hurdle
"z_1[1,6]",1.003674048704207,exp1,baserate,hurdle
"z_1[1,7]",1.0046717577476598,exp1,baserate,hurdle
"z_1[1,8]",1.0048580840318446,exp1,baserate,hurdle
"z_1[1,9]",1.0042858939492025,exp1,baserate,hurdle
"z_1[1,10]",1.0042030456337865,exp1,baserate,hurdle
"z_1[1,11]",1.0034427325252135,exp1,baserate,hurdle
"z_1[1,12]",1.003389522561021,exp1,baserate,hurdle
"z_1[1,13]",1.0040034000034672,exp1,baserate,hurdle
"z_1[1,14]",1.0022528812663833,exp1,baserate,hurdle
"z_1[1,15]",1.0043351771862494,exp1,baserate,hurdle
"z_1[1,16]",1.0044753451839348,exp1,baserate,hurdle
"z_1[1,17]",1.0032455715723902,exp1,baserate,hurdle
"z_1[1,18]",1.0040453938016176,exp1,baserate,hurdle
"z_1[1,19]",1.003344445038733,exp1,baserate,hurdle
"z_1[1,20]",1.0046392410971419,exp1,baserate,hurdle
"z_1[1,21]",1.0032578596326476,exp1,baserate,hurdle
"z_1[1,22]",1.0037957428483824,exp1,baserate,hurdle
"z_1[1,23]",1.0040777863427253,exp1,baserate,hurdle
"z_1[1,24]",1.0026536125879568,exp1,baserate,hurdle
"z_1[1,25]",1.0014878326515204,exp1,baserate,hurdle
"z_1[1,26]",1.0034150983974435,exp1,baserate,hurdle
"z_1[1,27]",1.0015474957298844,exp1,baserate,hurdle
"z_1[1,28]",1.0018063734248928,exp1,baserate,hurdle
"z_1[1,29]",1.0043519950692623,exp1,baserate,hurdle
"z_1[1,30]",1.0040691701882012,exp1,baserate,hurdle
"z_1[1,31]",1.0034914992954858,exp1,baserate,hurdle
"z_1[1,32]",1.00488571873851,exp1,baserate,hurdle
"z_1[1,33]",1.0018037032942222,exp1,baserate,hurdle
"z_1[1,34]",1.0046117536428902,exp1,baserate,hurdle
"z_1[1,35]",1.004619971843312,exp1,baserate,hurdle
"z_1[1,36]",1.0032887678094062,exp1,baserate,hurdle
"z_1[1,37]",1.0034026281927046,exp1,baserate,hurdle
"z_1[1,38]",1.0042297389740558,exp1,baserate,hurdle
"z_1[1,39]",1.0042942665597892,exp1,baserate,hurdle
"z_1[1,40]",1.0033956135686126,exp1,baserate,hurdle
"z_1[1,41]",1.0041078606895295,exp1,baserate,hurdle
"z_1[1,42]",1.0034455994220774,exp1,baserate,hurdle
"z_1[1,43]",1.0039164184068454,exp1,baserate,hurdle
"z_1[1,44]",1.0036852002986196,exp1,baserate,hurdle
"z_1[1,45]",1.0024824701328097,exp1,baserate,hurdle
"z_1[1,46]",1.0038236040419546,exp1,baserate,hurdle
"z_1[1,47]",1.0042727743826916,exp1,baserate,hurdle
"z_1[1,48]",1.0046875465986231,exp1,baserate,hurdle
"z_1[1,49]",1.0032901598861115,exp1,baserate,hurdle
"z_1[1,50]",1.0037457139766823,exp1,baserate,hurdle
"z_1[1,51]",1.0040691900007699,exp1,baserate,hurdle
"z_1[1,52]",1.004253616741303,exp1,baserate,hurdle
"z_1[1,53]",1.003780887472589,exp1,baserate,hurdle
"z_1[1,54]",1.0042192491940871,exp1,baserate,hurdle
"z_1[1,55]",1.0041194735142678,exp1,baserate,hurdle
"z_1[1,56]",1.0037404418634526,exp1,baserate,hurdle
"z_1[1,57]",1.003976805212674,exp1,baserate,hurdle
"z_2[1,1]",1.000599622551788,exp1,baserate,hurdle
"z_2[2,1]",1.0010501746515126,exp1,baserate,hurdle
"z_2[1,2]",1.000323505765395,exp1,baserate,hurdle
"z_2[2,2]",1.0001805856579362,exp1,baserate,hurdle
"z_2[1,3]",1.000517786500759,exp1,baserate,hurdle
"z_2[2,3]",1.000431842324986,exp1,baserate,hurdle
"z_2[1,4]",1.0007553564783966,exp1,baserate,hurdle
"z_2[2,4]",1.0005625446017512,exp1,baserate,hurdle
"z_2[1,5]",1.0009818588138482,exp1,baserate,hurdle
"z_2[2,5]",1.0007287344568896,exp1,baserate,hurdle
"z_2[1,6]",1.0002910838850612,exp1,baserate,hurdle
"z_2[2,6]",1.0005434408870713,exp1,baserate,hurdle
"z_2[1,7]",1.000296063355087,exp1,baserate,hurdle
"z_2[2,7]",1.0003089836866106,exp1,baserate,hurdle
"z_2[1,8]",1.0012276229880321,exp1,baserate,hurdle
"z_2[2,8]",1.0000613303555725,exp1,baserate,hurdle
"z_2[1,9]",1.0007346085211257,exp1,baserate,hurdle
"z_2[2,9]",1.000872286031971,exp1,baserate,hurdle
"z_2[1,10]",1.0013417656484824,exp1,baserate,hurdle
"z_2[2,10]",1.0004717605170708,exp1,baserate,hurdle
"z_2[1,11]",1.0004050962760735,exp1,baserate,hurdle
"z_2[2,11]",1.0000910784285602,exp1,baserate,hurdle
"z_2[1,12]",1.000802385445822,exp1,baserate,hurdle
"z_2[2,12]",1.0002193879886474,exp1,baserate,hurdle
"z_2[1,13]",1.0004731190547635,exp1,baserate,hurdle
"z_2[2,13]",1.0004867675732105,exp1,baserate,hurdle
"z_2[1,14]",1.000744051718139,exp1,baserate,hurdle
"z_2[2,14]",1.0004342973155322,exp1,baserate,hurdle
"z_2[1,15]",1.0007426213682622,exp1,baserate,hurdle
"z_2[2,15]",1.0004174559375139,exp1,baserate,hurdle
"z_2[1,16]",1.0004851741840182,exp1,baserate,hurdle
"z_2[2,16]",1.0004785814079817,exp1,baserate,hurdle
"z_2[1,17]",1.0008057574389537,exp1,baserate,hurdle
"z_2[2,17]",1.0004093597635617,exp1,baserate,hurdle
"z_2[1,18]",1.0006690656997645,exp1,baserate,hurdle
"z_2[2,18]",1.0001318152168979,exp1,baserate,hurdle
"z_2[1,19]",1.0006280309445057,exp1,baserate,hurdle
"z_2[2,19]",1.0003518924727008,exp1,baserate,hurdle
"z_2[1,20]",1.0006487970423523,exp1,baserate,hurdle
"z_2[2,20]",1.0003536033914513,exp1,baserate,hurdle
"z_2[1,21]",1.0013179694985905,exp1,baserate,hurdle
"z_2[2,21]",1.0011138752186164,exp1,baserate,hurdle
"z_2[1,22]",1.0003969366356502,exp1,baserate,hurdle
"z_2[2,22]",1.0005132492350814,exp1,baserate,hurdle
"z_2[1,23]",1.0003090689307965,exp1,baserate,hurdle
"z_2[2,23]",1.000124095984401,exp1,baserate,hurdle
"z_2[1,24]",1.000252486372238,exp1,baserate,hurdle
"z_2[2,24]",1.000637038342841,exp1,baserate,hurdle
"z_2[1,25]",1.0002755651235973,exp1,baserate,hurdle
"z_2[2,25]",1.000100465861451,exp1,baserate,hurdle
"z_2[1,26]",1.000610872003803,exp1,baserate,hurdle
"z_2[2,26]",1.001025596960261,exp1,baserate,hurdle
"z_2[1,27]",1.0008680907920329,exp1,baserate,hurdle
"z_2[2,27]",1.0006489170659334,exp1,baserate,hurdle
"z_2[1,28]",1.0002698088839523,exp1,baserate,hurdle
"z_2[2,28]",1.0007645102371576,exp1,baserate,hurdle
"z_2[1,29]",1.0009330931867497,exp1,baserate,hurdle
"z_2[2,29]",1.0007714714850637,exp1,baserate,hurdle
"z_2[1,30]",1.0004768007293343,exp1,baserate,hurdle
"z_2[2,30]",1.0004949979457334,exp1,baserate,hurdle
"z_2[1,31]",1.0008634372539489,exp1,baserate,hurdle
"z_2[2,31]",1.0002142217347298,exp1,baserate,hurdle
"z_2[1,32]",1.000252482478945,exp1,baserate,hurdle
"z_2[2,32]",1.0004646035335727,exp1,baserate,hurdle
"z_2[1,33]",1.0008020422788921,exp1,baserate,hurdle
"z_2[2,33]",1.0004111508480877,exp1,baserate,hurdle
"z_2[1,34]",1.0013000468027626,exp1,baserate,hurdle
"z_2[2,34]",1.0003794471149956,exp1,baserate,hurdle
"z_2[1,35]",1.0007341049039944,exp1,baserate,hurdle
"z_2[2,35]",1.0002619331185685,exp1,baserate,hurdle
"z_2[1,36]",1.0002406523157108,exp1,baserate,hurdle
"z_2[2,36]",1.0005363474494564,exp1,baserate,hurdle
"z_2[1,37]",1.0002782156985908,exp1,baserate,hurdle
"z_2[2,37]",1.0002700663280544,exp1,baserate,hurdle
"z_2[1,38]",1.000727972619802,exp1,baserate,hurdle
"z_2[2,38]",1.0005396603344838,exp1,baserate,hurdle
"z_2[1,39]",1.0006468255696899,exp1,baserate,hurdle
"z_2[2,39]",1.0002350979032095,exp1,baserate,hurdle
"z_2[1,40]",1.0006470571738284,exp1,baserate,hurdle
"z_2[2,40]",1.0004289378234361,exp1,baserate,hurdle
"z_2[1,41]",1.000298254330363,exp1,baserate,hurdle
"z_2[2,41]",1.0003772095374364,exp1,baserate,hurdle
"z_2[1,42]",1.00030901472495,exp1,baserate,hurdle
"z_2[2,42]",1.000660690630295,exp1,baserate,hurdle
"z_2[1,43]",1.0007247459027373,exp1,baserate,hurdle
"z_2[2,43]",1.0005309764162027,exp1,baserate,hurdle
"z_2[1,44]",1.0008648607423618,exp1,baserate,hurdle
"z_2[2,44]",1.001194901748559,exp1,baserate,hurdle
"z_2[1,45]",1.000489823428215,exp1,baserate,hurdle
"z_2[2,45]",1.000543977380213,exp1,baserate,hurdle
"z_2[1,46]",1.0003667030738712,exp1,baserate,hurdle
"z_2[2,46]",1.0005476874100947,exp1,baserate,hurdle
"z_2[1,47]",1.0010150942554261,exp1,baserate,hurdle
"z_2[2,47]",1.0006300421791128,exp1,baserate,hurdle
"z_2[1,48]",1.0010828680009352,exp1,baserate,hurdle
"z_2[2,48]",1.0003779238125032,exp1,baserate,hurdle
"z_2[1,49]",1.0008617679665521,exp1,baserate,hurdle
"z_2[2,49]",1.0009857317553372,exp1,baserate,hurdle
"z_2[1,50]",1.0006115827489823,exp1,baserate,hurdle
"z_2[2,50]",1.0006384924017628,exp1,baserate,hurdle
"z_2[1,51]",1.0007935134860801,exp1,baserate,hurdle
"z_2[2,51]",1.0005174463298578,exp1,baserate,hurdle
"z_2[1,52]",1.0005224698496769,exp1,baserate,hurdle
"z_2[2,52]",1.0004481707204778,exp1,baserate,hurdle
"z_2[1,53]",1.0002504307096298,exp1,baserate,hurdle
"z_2[2,53]",1.000773581360437,exp1,baserate,hurdle
"z_2[1,54]",1.0002861898083653,exp1,baserate,hurdle
"z_2[2,54]",1.000485294190213,exp1,baserate,hurdle
"z_2[1,55]",1.0002920795574943,exp1,baserate,hurdle
"z_2[2,55]",1.0005366056601912,exp1,baserate,hurdle
"z_2[1,56]",1.0006574457662456,exp1,baserate,hurdle
"z_2[2,56]",1.0009481935979512,exp1,baserate,hurdle
"z_2[1,57]",1.0006268710964237,exp1,baserate,hurdle
"z_2[2,57]",1.0003933755062844,exp1,baserate,hurdle
"L_2[1,1]",NA,exp1,baserate,hurdle
"L_2[2,1]",1.0006331066497576,exp1,baserate,hurdle
"L_2[1,2]",NA,exp1,baserate,hurdle
"L_2[2,2]",1.0005130750609101,exp1,baserate,hurdle
