parameter,rhat,experiment,condition,model_name
"r_participant[193,Intercept]",1.000716989601761,exp1,payoff,contrast
"r_participant[195,Intercept]",1.0008372643045487,exp1,payoff,contrast
"r_participant[196,Intercept]",1.0008806780437833,exp1,payoff,contrast
"r_participant[197,Intercept]",1.0009269978502842,exp1,payoff,contrast
"r_participant[198,Intercept]",1.0007140402171786,exp1,payoff,contrast
"r_participant[199,Intercept]",1.00083394522665,exp1,payoff,contrast
"r_participant[200,Intercept]",1.0008234661829096,exp1,payoff,contrast
"r_participant[201,Intercept]",1.0010009824001083,exp1,payoff,contrast
"r_participant[202,Intercept]",1.00056546263293,exp1,payoff,contrast
"r_participant[203,Intercept]",1.0011567423261292,exp1,payoff,contrast
"r_participant[204,Intercept]",1.0009465194737799,exp1,payoff,contrast
"r_participant[206,Intercept]",1.0007387880576541,exp1,payoff,contrast
"r_participant[207,Intercept]",1.0007000125419272,exp1,payoff,contrast
"r_participant[208,Intercept]",1.0007462245389083,exp1,payoff,contrast
"r_participant[209,Intercept]",1.0011584053024756,exp1,payoff,contrast
"r_participant[210,Intercept]",1.0009780679605629,exp1,payoff,contrast
"r_participant[211,Intercept]",1.0009165333729955,exp1,payoff,contrast
"r_participant[212,Intercept]",1.0006410246920845,exp1,payoff,contrast
"r_participant[213,Intercept]",1.0008639180435663,exp1,payoff,contrast
"r_participant[214,Intercept]",1.0007906153637527,exp1,payoff,contrast
"r_participant[215,Intercept]",1.0009338508526868,exp1,payoff,contrast
"r_participant[216,Intercept]",1.0009199119846433,exp1,payoff,contrast
"r_participant[217,Intercept]",1.0007628395410892,exp1,payoff,contrast
"r_participant[218,Intercept]",1.000493336333098,exp1,payoff,contrast
"r_participant[219,Intercept]",1.0008524726152042,exp1,payoff,contrast
"r_participant[220,Intercept]",1.0008023247652438,exp1,payoff,contrast
"r_participant[221,Intercept]",1.0007040714293316,exp1,payoff,contrast
"r_participant[222,Intercept]",1.0011553234225339,exp1,payoff,contrast
"r_participant[223,Intercept]",1.0005348528101312,exp1,payoff,contrast
"r_participant[224,Intercept]",1.0013549879436134,exp1,payoff,contrast
"r_participant[225,Intercept]",1.000690303077044,exp1,payoff,contrast
"r_participant[226,Intercept]",1.0008370188887725,exp1,payoff,contrast
"r_participant[227,Intercept]",1.0007262400065329,exp1,payoff,contrast
"r_participant[228,Intercept]",1.0007381652998137,exp1,payoff,contrast
"r_participant[229,Intercept]",1.0008800415758337,exp1,payoff,contrast
"r_participant[230,Intercept]",1.0009137088243099,exp1,payoff,contrast
"r_participant[231,Intercept]",1.0011563621708226,exp1,payoff,contrast
"r_participant[232,Intercept]",1.00091079772161,exp1,payoff,contrast
"r_participant[233,Intercept]",1.0010278462661641,exp1,payoff,contrast
"r_participant[234,Intercept]",1.0009297308442704,exp1,payoff,contrast
"r_participant[235,Intercept]",1.0008438118406948,exp1,payoff,contrast
"r_participant[236,Intercept]",1.0003387937170398,exp1,payoff,contrast
"r_participant[237,Intercept]",1.0009836515269186,exp1,payoff,contrast
"r_participant[171,condpresent]",1.0000316015310737,exp1,payoff,contrast
"r_participant[172,condpresent]",1.0001138958076152,exp1,payoff,contrast
"r_participant[173,condpresent]",1.0000676588179171,exp1,payoff,contrast
"r_participant[174,condpresent]",1.0000034004866398,exp1,payoff,contrast
"r_participant[175,condpresent]",1.0000171452774853,exp1,payoff,contrast
"r_participant[176,condpresent]",1.0001026587750779,exp1,payoff,contrast
"r_participant[177,condpresent]",1.000164091974824,exp1,payoff,contrast
"r_participant[178,condpresent]",1.0002281492295588,exp1,payoff,contrast
"r_participant[179,condpresent]",1.0001967041862578,exp1,payoff,contrast
"r_participant[181,condpresent]",1.0002033188172434,exp1,payoff,contrast
"r_participant[182,condpresent]",1.0002599284439972,exp1,payoff,contrast
"r_participant[183,condpresent]",1.0001387554680878,exp1,payoff,contrast
"r_participant[184,condpresent]",1.0003039296984975,exp1,payoff,contrast
"r_participant[185,condpresent]",1.0000788010685402,exp1,payoff,contrast
"r_participant[186,condpresent]",1.000097918686955,exp1,payoff,contrast
"r_participant[187,condpresent]",1.0001693642950273,exp1,payoff,contrast
"r_participant[188,condpresent]",1.000077615936725,exp1,payoff,contrast
"r_participant[189,condpresent]",1.000215568955831,exp1,payoff,contrast
"r_participant[190,condpresent]",1.0001206977434325,exp1,payoff,contrast
"r_participant[191,condpresent]",1.0001366540018855,exp1,payoff,contrast
"r_participant[192,condpresent]",1.0000856514514815,exp1,payoff,contrast
"r_participant[193,condpresent]",1.0000645040577074,exp1,payoff,contrast
"r_participant[195,condpresent]",1.0000584466503681,exp1,payoff,contrast
"r_participant[196,condpresent]",1.0000019699812834,exp1,payoff,contrast
"r_participant[197,condpresent]",1.0000129240839453,exp1,payoff,contrast
"r_participant[198,condpresent]",1.0001250498746554,exp1,payoff,contrast
"r_participant[199,condpresent]",1.000085520722794,exp1,payoff,contrast
"r_participant[200,condpresent]",1.0000105492716183,exp1,payoff,contrast
"r_participant[201,condpresent]",1.0001150660696854,exp1,payoff,contrast
"r_participant[202,condpresent]",0.9999433809054225,exp1,payoff,contrast
"r_participant[203,condpresent]",1.00006796231,exp1,payoff,contrast
"r_participant[204,condpresent]",1.0000813920335119,exp1,payoff,contrast
"r_participant[206,condpresent]",1.0000984270527429,exp1,payoff,contrast
"r_participant[207,condpresent]",1.000025735495262,exp1,payoff,contrast
"r_participant[208,condpresent]",0.9999814678654745,exp1,payoff,contrast
"r_participant[209,condpresent]",1.0001526541172598,exp1,payoff,contrast
"r_participant[210,condpresent]",1.0000330900415,exp1,payoff,contrast
"r_participant[211,condpresent]",1.0000507428668621,exp1,payoff,contrast
"r_participant[212,condpresent]",1.000107067923637,exp1,payoff,contrast
"r_participant[213,condpresent]",1.0000526740149076,exp1,payoff,contrast
"r_participant[214,condpresent]",1.0000045501162722,exp1,payoff,contrast
"r_participant[215,condpresent]",1.000066097471713,exp1,payoff,contrast
"r_participant[216,condpresent]",1.0000971830960113,exp1,payoff,contrast
"r_participant[217,condpresent]",0.9999408111526654,exp1,payoff,contrast
"r_participant[218,condpresent]",1.0000388536331644,exp1,payoff,contrast
"r_participant[219,condpresent]",1.0000428159010064,exp1,payoff,contrast
"r_participant[220,condpresent]",1.0001072087902938,exp1,payoff,contrast
"r_participant[221,condpresent]",1.0002321850532774,exp1,payoff,contrast
"r_participant[222,condpresent]",1.000114516009631,exp1,payoff,contrast
"r_participant[223,condpresent]",1.0002202893703462,exp1,payoff,contrast
"r_participant[224,condpresent]",1.0001868165176437,exp1,payoff,contrast
"r_participant[225,condpresent]",1.0000542101605603,exp1,payoff,contrast
"r_participant[226,condpresent]",1.0000718348718118,exp1,payoff,contrast
"r_participant[227,condpresent]",1.0000151375728912,exp1,payoff,contrast
"r_participant[228,condpresent]",1.0000600824928505,exp1,payoff,contrast
"r_participant[229,condpresent]",1.0001130015561261,exp1,payoff,contrast
"r_participant[230,condpresent]",1.0001009127407143,exp1,payoff,contrast
"r_participant[231,condpresent]",1.0001504143342923,exp1,payoff,contrast
"r_participant[232,condpresent]",1.000058976287877,exp1,payoff,contrast
"r_participant[233,condpresent]",1.0001807399238276,exp1,payoff,contrast
"r_participant[234,condpresent]",1.0001263303569412,exp1,payoff,contrast
"r_participant[235,condpresent]",1.0001023482588554,exp1,payoff,contrast
"r_participant[236,condpresent]",0.9999777384550692,exp1,payoff,contrast
"r_participant[237,condpresent]",1.0000088879833446,exp1,payoff,contrast
"r_participant__hu[171,Intercept]",1.0005080333741596,exp1,payoff,contrast
"r_participant__hu[172,Intercept]",1.0005384939649913,exp1,payoff,contrast
"r_participant__hu[173,Intercept]",1.0005092001740614,exp1,payoff,contrast
"r_participant__hu[174,Intercept]",1.0005484874643868,exp1,payoff,contrast
"r_participant__hu[175,Intercept]",1.0006705760056118,exp1,payoff,contrast
"r_participant__hu[176,Intercept]",1.0004153701193619,exp1,payoff,contrast
"r_participant__hu[177,Intercept]",1.0005718782181523,exp1,payoff,contrast
"r_participant__hu[178,Intercept]",1.0003812073211638,exp1,payoff,contrast
"r_participant__hu[179,Intercept]",1.0005255796991597,exp1,payoff,contrast
"r_participant__hu[181,Intercept]",1.0004787547442826,exp1,payoff,contrast
"r_participant__hu[182,Intercept]",1.0004581363413554,exp1,payoff,contrast
"r_participant__hu[183,Intercept]",1.000421707478291,exp1,payoff,contrast
"r_participant__hu[184,Intercept]",1.0005860271447833,exp1,payoff,contrast
"r_participant__hu[185,Intercept]",1.0004885847804965,exp1,payoff,contrast
"r_participant__hu[186,Intercept]",1.0004810895367098,exp1,payoff,contrast
"r_participant__hu[187,Intercept]",1.0006120474625602,exp1,payoff,contrast
"r_participant__hu[188,Intercept]",1.0004703486762385,exp1,payoff,contrast
"r_participant__hu[189,Intercept]",1.0004162100784537,exp1,payoff,contrast
"r_participant__hu[190,Intercept]",1.000350038627624,exp1,payoff,contrast
"r_participant__hu[191,Intercept]",1.0005245822126791,exp1,payoff,contrast
"r_participant__hu[192,Intercept]",1.000551796014428,exp1,payoff,contrast
"r_participant__hu[193,Intercept]",1.000366703583549,exp1,payoff,contrast
"r_participant__hu[195,Intercept]",1.0003919935783885,exp1,payoff,contrast
"r_participant__hu[196,Intercept]",1.000320016361737,exp1,payoff,contrast
"r_participant__hu[197,Intercept]",1.0007243499173726,exp1,payoff,contrast
"r_participant__hu[198,Intercept]",1.000446829935973,exp1,payoff,contrast
"r_participant__hu[199,Intercept]",1.0005976153605811,exp1,payoff,contrast
"r_participant__hu[200,Intercept]",1.000484260194837,exp1,payoff,contrast
"r_participant__hu[201,Intercept]",1.0006580454101848,exp1,payoff,contrast
"r_participant__hu[202,Intercept]",1.0004894219663076,exp1,payoff,contrast
"r_participant__hu[203,Intercept]",1.0003921144863075,exp1,payoff,contrast
"r_participant__hu[204,Intercept]",1.0005896585341945,exp1,payoff,contrast
"r_participant__hu[206,Intercept]",1.0004418881758217,exp1,payoff,contrast
"r_participant__hu[207,Intercept]",1.0004908464981865,exp1,payoff,contrast
"r_participant__hu[208,Intercept]",1.0005439818671003,exp1,payoff,contrast
"r_participant__hu[209,Intercept]",1.000591335836705,exp1,payoff,contrast
"r_participant__hu[210,Intercept]",1.000263682395465,exp1,payoff,contrast
"r_participant__hu[211,Intercept]",1.0005302039562565,exp1,payoff,contrast
"r_participant__hu[212,Intercept]",1.000403568616543,exp1,payoff,contrast
"r_participant__hu[213,Intercept]",1.0008072119044709,exp1,payoff,contrast
"r_participant__hu[214,Intercept]",1.0005816954354279,exp1,payoff,contrast
"r_participant__hu[215,Intercept]",1.0006205314759111,exp1,payoff,contrast
"r_participant__hu[216,Intercept]",1.000414833288341,exp1,payoff,contrast
"r_participant__hu[217,Intercept]",1.00050946560846,exp1,payoff,contrast
"r_participant__hu[218,Intercept]",1.000317707122702,exp1,payoff,contrast
"r_participant__hu[219,Intercept]",1.0004020089191161,exp1,payoff,contrast
"r_participant__hu[220,Intercept]",1.0006862202344045,exp1,payoff,contrast
"r_participant__hu[221,Intercept]",1.0006036196177601,exp1,payoff,contrast
"r_participant__hu[222,Intercept]",1.000498417324753,exp1,payoff,contrast
"r_participant__hu[223,Intercept]",1.0003475180080361,exp1,payoff,contrast
"r_participant__hu[224,Intercept]",1.0004891744596909,exp1,payoff,contrast
"r_participant__hu[225,Intercept]",1.0005716769923174,exp1,payoff,contrast
"r_participant__hu[226,Intercept]",1.000492618613816,exp1,payoff,contrast
"r_participant__hu[227,Intercept]",1.0004227710114164,exp1,payoff,contrast
"r_participant__hu[228,Intercept]",1.0004824463164537,exp1,payoff,contrast
"r_participant__hu[229,Intercept]",1.0006744243756163,exp1,payoff,contrast
"r_participant__hu[230,Intercept]",1.0004544234181427,exp1,payoff,contrast
"r_participant__hu[231,Intercept]",1.000340280352648,exp1,payoff,contrast
"r_participant__hu[232,Intercept]",1.000574781800007,exp1,payoff,contrast
"r_participant__hu[233,Intercept]",1.0006284717857477,exp1,payoff,contrast
"r_participant__hu[234,Intercept]",1.0005949296027556,exp1,payoff,contrast
"r_participant__hu[235,Intercept]",1.0003637213704661,exp1,payoff,contrast
"r_participant__hu[236,Intercept]",1.000447089574724,exp1,payoff,contrast
"r_participant__hu[237,Intercept]",1.0004397076139715,exp1,payoff,contrast
lprior,1.0013708239251884,exp1,payoff,contrast
lp__,1.0005792685656216,exp1,payoff,contrast
"z_1[1,1]",1.001137702179486,exp1,payoff,contrast
"z_1[2,1]",1.000046706046705,exp1,payoff,contrast
"z_1[1,2]",1.0009997828281154,exp1,payoff,contrast
"z_1[2,2]",1.0001222764957391,exp1,payoff,contrast
"z_1[1,3]",1.0011299628886263,exp1,payoff,contrast
"z_1[2,3]",1.0000681645721987,exp1,payoff,contrast
"z_1[1,4]",1.0008758303301022,exp1,payoff,contrast
"z_1[2,4]",1.000057230570884,exp1,payoff,contrast
"z_1[1,5]",1.001154578185748,exp1,payoff,contrast
"z_1[2,5]",1.00007909048634,exp1,payoff,contrast
"z_1[1,6]",1.0008417017012636,exp1,payoff,contrast
"z_1[2,6]",1.0000641635114882,exp1,payoff,contrast
"z_1[1,7]",1.0009957355667594,exp1,payoff,contrast
"z_1[2,7]",1.0001657453238468,exp1,payoff,contrast
"z_1[1,8]",1.0001753417364683,exp1,payoff,contrast
"z_1[2,8]",1.0004221444712516,exp1,payoff,contrast
"z_1[1,9]",1.0009326461844252,exp1,payoff,contrast
"z_1[2,9]",1.0002270197049759,exp1,payoff,contrast
"z_1[1,10]",1.0008700607755177,exp1,payoff,contrast
"z_1[2,10]",1.0001976251901934,exp1,payoff,contrast
"z_1[1,11]",1.0010519134333318,exp1,payoff,contrast
"z_1[2,11]",1.0001183102880704,exp1,payoff,contrast
"z_1[1,12]",1.0008455053869698,exp1,payoff,contrast
"z_1[2,12]",1.0001828771559291,exp1,payoff,contrast
"z_1[1,13]",1.0005619727309023,exp1,payoff,contrast
"z_1[2,13]",1.0003639150307897,exp1,payoff,contrast
"z_1[1,14]",1.0011205709205024,exp1,payoff,contrast
"z_1[2,14]",1.0001696233530113,exp1,payoff,contrast
"z_1[1,15]",1.0005903737711197,exp1,payoff,contrast
"z_1[2,15]",1.00008789889375,exp1,payoff,contrast
"z_1[1,16]",1.0011533614036008,exp1,payoff,contrast
"z_1[2,16]",1.0001196907570302,exp1,payoff,contrast
"z_1[1,17]",1.001177814215725,exp1,payoff,contrast
"z_1[2,17]",1.0000860673612617,exp1,payoff,contrast
"z_1[1,18]",1.0009121500385234,exp1,payoff,contrast
"z_1[2,18]",1.0002305940248815,exp1,payoff,contrast
"z_1[1,19]",1.0008664901433382,exp1,payoff,contrast
"z_1[2,19]",1.0000700479447944,exp1,payoff,contrast
"z_1[1,20]",1.0009506478517403,exp1,payoff,contrast
"z_1[2,20]",1.0001375740229625,exp1,payoff,contrast
"z_1[1,21]",1.000962895358335,exp1,payoff,contrast
"z_1[2,21]",1.0001974898908386,exp1,payoff,contrast
"z_1[1,22]",1.0002779572486686,exp1,payoff,contrast
"z_1[2,22]",1.0000858765044716,exp1,payoff,contrast
"z_1[1,23]",1.0011278180398584,exp1,payoff,contrast
"z_1[2,23]",1.0001000539671092,exp1,payoff,contrast
"z_1[1,24]",1.0003010522150118,exp1,payoff,contrast
"z_1[2,24]",1.0001935493983236,exp1,payoff,contrast
"z_1[1,25]",1.0009837198304261,exp1,payoff,contrast
"z_1[2,25]",1.0000239125308588,exp1,payoff,contrast
"z_1[1,26]",1.0006131351515988,exp1,payoff,contrast
"z_1[2,26]",1.000129840610311,exp1,payoff,contrast
"z_1[1,27]",1.0010629447140578,exp1,payoff,contrast
"z_1[2,27]",1.0000775201822323,exp1,payoff,contrast
"z_1[1,28]",1.000212213914696,exp1,payoff,contrast
"z_1[2,28]",1.0001721453858787,exp1,payoff,contrast
"z_1[1,29]",1.0007154076789124,exp1,payoff,contrast
"z_1[2,29]",1.0001225349156868,exp1,payoff,contrast
"z_1[1,30]",1.0005307411157982,exp1,payoff,contrast
"z_1[2,30]",0.9999712448820466,exp1,payoff,contrast
"z_1[1,31]",1.0008188274722503,exp1,payoff,contrast
"z_1[2,31]",1.0000650366808743,exp1,payoff,contrast
"z_1[1,32]",1.0010632210732973,exp1,payoff,contrast
"z_1[2,32]",1.0000374813108592,exp1,payoff,contrast
"z_1[1,33]",1.0008371945777972,exp1,payoff,contrast
"z_1[2,33]",1.0000569615188284,exp1,payoff,contrast
"z_1[1,34]",1.0001932326610563,exp1,payoff,contrast
"z_1[2,34]",1.0000721795321317,exp1,payoff,contrast
"z_1[1,35]",1.0009571406946949,exp1,payoff,contrast
"z_1[2,35]",1.0000419518533468,exp1,payoff,contrast
"z_1[1,36]",1.001385947693813,exp1,payoff,contrast
"z_1[2,36]",1.000222621488918,exp1,payoff,contrast
"z_1[1,37]",1.0010270656978375,exp1,payoff,contrast
"z_1[2,37]",1.000114150683458,exp1,payoff,contrast
"z_1[1,38]",1.0010524083852574,exp1,payoff,contrast
"z_1[2,38]",1.0001161767701354,exp1,payoff,contrast
"z_1[1,39]",1.0008153958650026,exp1,payoff,contrast
"z_1[2,39]",1.0001160624244243,exp1,payoff,contrast
"z_1[1,40]",1.0009855146823181,exp1,payoff,contrast
"z_1[2,40]",1.0000491746946598,exp1,payoff,contrast
"z_1[1,41]",1.000256582192218,exp1,payoff,contrast
"z_1[2,41]",1.0001483474509747,exp1,payoff,contrast
"z_1[1,42]",1.000668566961768,exp1,payoff,contrast
"z_1[2,42]",1.0000845562586855,exp1,payoff,contrast
"z_1[1,43]",1.0009439233869855,exp1,payoff,contrast
"z_1[2,43]",1.000139112039366,exp1,payoff,contrast
"z_1[1,44]",1.000910790200951,exp1,payoff,contrast
"z_1[2,44]",0.9999381429007861,exp1,payoff,contrast
"z_1[1,45]",1.00039001868011,exp1,payoff,contrast
"z_1[2,45]",1.0000705557994745,exp1,payoff,contrast
"z_1[1,46]",1.000953221709477,exp1,payoff,contrast
"z_1[2,46]",1.000039590992706,exp1,payoff,contrast
"z_1[1,47]",1.0006594105244202,exp1,payoff,contrast
"z_1[2,47]",1.0000767718112076,exp1,payoff,contrast
"z_1[1,48]",1.000784368712801,exp1,payoff,contrast
"z_1[2,48]",1.0001435945053934,exp1,payoff,contrast
"z_1[1,49]",1.0011394910096725,exp1,payoff,contrast
"z_1[2,49]",1.000080814558267,exp1,payoff,contrast
"z_1[1,50]",1.0006616661936485,exp1,payoff,contrast
"z_1[2,50]",1.0001910609348945,exp1,payoff,contrast
"z_1[1,51]",1.0002755674725827,exp1,payoff,contrast
"z_1[2,51]",1.0001990142095811,exp1,payoff,contrast
"z_1[1,52]",1.0007738003356366,exp1,payoff,contrast
"z_1[2,52]",1.0001035912216847,exp1,payoff,contrast
"z_1[1,53]",1.0004945470971254,exp1,payoff,contrast
"z_1[2,53]",1.0000459459015696,exp1,payoff,contrast
"z_1[1,54]",1.0009881841573975,exp1,payoff,contrast
"z_1[2,54]",1.0000308092985895,exp1,payoff,contrast
"z_1[1,55]",1.0009576545300791,exp1,payoff,contrast
"z_1[2,55]",1.0000179476182507,exp1,payoff,contrast
"z_1[1,56]",1.0010964760698533,exp1,payoff,contrast
"z_1[2,56]",1.0001548679449184,exp1,payoff,contrast
"z_1[1,57]",1.0011516807993308,exp1,payoff,contrast
"z_1[2,57]",1.0001033010513047,exp1,payoff,contrast
"z_1[1,58]",1.001427712688086,exp1,payoff,contrast
"z_1[2,58]",1.0000791395802469,exp1,payoff,contrast
"z_1[1,59]",1.0011545899768843,exp1,payoff,contrast
"z_1[2,59]",1.0000937384541462,exp1,payoff,contrast
"z_1[1,60]",1.0010422204080365,exp1,payoff,contrast
"z_1[2,60]",1.0002119318714175,exp1,payoff,contrast
"z_1[1,61]",1.0011562642524534,exp1,payoff,contrast
"z_1[2,61]",1.0001264505144238,exp1,payoff,contrast
"z_1[1,62]",1.0004403806534978,exp1,payoff,contrast
"z_1[2,62]",1.0000631388202836,exp1,payoff,contrast
"z_1[1,63]",1.0003746480931737,exp1,payoff,contrast
"z_1[2,63]",1.0000092955806428,exp1,payoff,contrast
"z_1[1,64]",1.0010473035658538,exp1,payoff,contrast
"z_1[2,64]",1.0000174254552803,exp1,payoff,contrast
"L_1[1,1]",NA,exp1,payoff,contrast
"L_1[2,1]",1.0002994783451882,exp1,payoff,contrast
"L_1[1,2]",NA,exp1,payoff,contrast
"L_1[2,2]",1.0001396802176539,exp1,payoff,contrast
"z_2[1,1]",1.0005268214463368,exp1,payoff,contrast
"z_2[1,2]",1.000572706463703,exp1,payoff,contrast
"z_2[1,3]",1.0004142989233085,exp1,payoff,contrast
"z_2[1,4]",1.000586127553534,exp1,payoff,contrast
"z_2[1,5]",1.0006536944639104,exp1,payoff,contrast
"z_2[1,6]",1.0004122652750818,exp1,payoff,contrast
"z_2[1,7]",1.0005876977231332,exp1,payoff,contrast
"z_2[1,8]",1.0006356425433156,exp1,payoff,contrast
"z_2[1,9]",1.0005246434794606,exp1,payoff,contrast
"z_2[1,10]",1.0004842503472438,exp1,payoff,contrast
"z_2[1,11]",1.0005401681358863,exp1,payoff,contrast
"z_2[1,12]",1.0005165132084166,exp1,payoff,contrast
"z_2[1,13]",1.0007183136700981,exp1,payoff,contrast
"z_2[1,14]",1.000531600650989,exp1,payoff,contrast
"z_2[1,15]",1.0005992457280102,exp1,payoff,contrast
"z_2[1,16]",1.000605003373596,exp1,payoff,contrast
"z_2[1,17]",1.000412057175618,exp1,payoff,contrast
"z_2[1,18]",1.0003992335762335,exp1,payoff,contrast
"z_2[1,19]",1.0004688194488902,exp1,payoff,contrast
"z_2[1,20]",1.000463761565371,exp1,payoff,contrast
"z_2[1,21]",1.0005877912231085,exp1,payoff,contrast
"z_2[1,22]",1.0006889038772504,exp1,payoff,contrast
"z_2[1,23]",1.0003496922130308,exp1,payoff,contrast
"z_2[1,24]",1.000791955000769,exp1,payoff,contrast
"z_2[1,25]",1.0006155092206777,exp1,payoff,contrast
"z_2[1,26]",1.0005407359716307,exp1,payoff,contrast
"z_2[1,27]",1.0004814960218107,exp1,payoff,contrast
"z_2[1,28]",1.0004440815392324,exp1,payoff,contrast
"z_2[1,29]",1.0005952623147938,exp1,payoff,contrast
"z_2[1,30]",1.0007954565932686,exp1,payoff,contrast
"z_2[1,31]",1.000532796008799,exp1,payoff,contrast
"z_2[1,32]",1.0005427382318541,exp1,payoff,contrast
"z_2[1,33]",1.0008285448785579,exp1,payoff,contrast
"z_2[1,34]",1.0007617278549583,exp1,payoff,contrast
"z_2[1,35]",1.0004960601479642,exp1,payoff,contrast
"z_2[1,36]",1.0006335399894963,exp1,payoff,contrast
"z_2[1,37]",1.0002737525754528,exp1,payoff,contrast
"z_2[1,38]",1.0005174227060682,exp1,payoff,contrast
"z_2[1,39]",1.0004939789802758,exp1,payoff,contrast
"z_2[1,40]",1.000617382192601,exp1,payoff,contrast
"z_2[1,41]",1.000768709174423,exp1,payoff,contrast
"z_2[1,42]",1.0007481730296837,exp1,payoff,contrast
"z_2[1,43]",1.0003943666554667,exp1,payoff,contrast
"z_2[1,44]",1.0007970369040853,exp1,payoff,contrast
"z_2[1,45]",1.0005303906708518,exp1,payoff,contrast
"z_2[1,46]",1.0005339496659742,exp1,payoff,contrast
"z_2[1,47]",1.0006005963751712,exp1,payoff,contrast
"z_2[1,48]",1.0005945357279,exp1,payoff,contrast
"z_2[1,49]",1.000429745421848,exp1,payoff,contrast
"z_2[1,50]",1.000704597712665,exp1,payoff,contrast
"z_2[1,51]",1.0005761376383056,exp1,payoff,contrast
"z_2[1,52]",1.000661626393588,exp1,payoff,contrast
"z_2[1,53]",1.0006213639351078,exp1,payoff,contrast
"z_2[1,54]",1.0005231478369119,exp1,payoff,contrast
"z_2[1,55]",1.0005639181362775,exp1,payoff,contrast
"z_2[1,56]",1.000667984018219,exp1,payoff,contrast
"z_2[1,57]",1.00049294546531,exp1,payoff,contrast
"z_2[1,58]",1.0004290791942465,exp1,payoff,contrast
"z_2[1,59]",1.0005453600763197,exp1,payoff,contrast
"z_2[1,60]",1.000605546496605,exp1,payoff,contrast
"z_2[1,61]",1.0004637888694285,exp1,payoff,contrast
"z_2[1,62]",1.0004244267699058,exp1,payoff,contrast
"z_2[1,63]",1.000739877347574,exp1,payoff,contrast
"z_2[1,64]",1.0004875780896547,exp1,payoff,contrast
