parameter,rhat,experiment,condition,model_name
"r_participant[020,Intercept]",1.0001840876308905,exp2,baserate,contrast
"r_participant[021,Intercept]",1.0001465647386494,exp2,baserate,contrast
"r_participant[022,Intercept]",1.0001999679495814,exp2,baserate,contrast
"r_participant[023,Intercept]",1.0000377961184292,exp2,baserate,contrast
"r_participant[024,Intercept]",1.000114265533306,exp2,baserate,contrast
"r_participant[026,Intercept]",1.0002626876352032,exp2,baserate,contrast
"r_participant[027,Intercept]",1.0001786352968483,exp2,baserate,contrast
"r_participant[029,Intercept]",1.0001850461390625,exp2,baserate,contrast
"r_participant[030,Intercept]",1.0001347126886369,exp2,baserate,contrast
"r_participant[031,Intercept]",1.0001340837099424,exp2,baserate,contrast
"r_participant[033,Intercept]",1.0001802770923331,exp2,baserate,contrast
"r_participant[034,Intercept]",1.000191898069219,exp2,baserate,contrast
"r_participant[036,Intercept]",1.0001092390413833,exp2,baserate,contrast
"r_participant[037,Intercept]",1.0001146406682344,exp2,baserate,contrast
"r_participant[038,Intercept]",1.0001690033816246,exp2,baserate,contrast
"r_participant[039,Intercept]",1.0003175714873613,exp2,baserate,contrast
"r_participant[041,Intercept]",1.0000668406995972,exp2,baserate,contrast
"r_participant[042,Intercept]",1.00014565707025,exp2,baserate,contrast
"r_participant[043,Intercept]",1.0001218401481142,exp2,baserate,contrast
"r_participant[044,Intercept]",1.0000592100940542,exp2,baserate,contrast
"r_participant[045,Intercept]",1.0002100445328848,exp2,baserate,contrast
"r_participant[046,Intercept]",1.0001403455448783,exp2,baserate,contrast
"r_participant[047,Intercept]",1.0001258092309275,exp2,baserate,contrast
"r_participant[048,Intercept]",1.0001833774747366,exp2,baserate,contrast
"r_participant[050,Intercept]",1.0000803674131395,exp2,baserate,contrast
"r_participant[051,Intercept]",1.000150733408637,exp2,baserate,contrast
"r_participant[052,Intercept]",1.000159982344094,exp2,baserate,contrast
"r_participant[053,Intercept]",1.0000939835881724,exp2,baserate,contrast
"r_participant[054,Intercept]",1.000143006063596,exp2,baserate,contrast
"r_participant[055,Intercept]",1.0002301648200724,exp2,baserate,contrast
"r_participant[056,Intercept]",1.000146203036856,exp2,baserate,contrast
"r_participant[057,Intercept]",1.0001081337954791,exp2,baserate,contrast
"r_participant[058,Intercept]",1.0001268126504508,exp2,baserate,contrast
"r_participant[059,Intercept]",1.0001078978238804,exp2,baserate,contrast
"r_participant[060,Intercept]",1.0000971469882518,exp2,baserate,contrast
"r_participant[061,Intercept]",1.0003720462297339,exp2,baserate,contrast
"r_participant[062,Intercept]",1.00024804132724,exp2,baserate,contrast
"r_participant[063,Intercept]",1.0001021495549003,exp2,baserate,contrast
"r_participant[064,Intercept]",1.00019446570932,exp2,baserate,contrast
"r_participant[001,condpresent]",1.000042959294402,exp2,baserate,contrast
"r_participant[002,condpresent]",1.0000567916565055,exp2,baserate,contrast
"r_participant[003,condpresent]",1.0000428481849024,exp2,baserate,contrast
"r_participant[004,condpresent]",1.000055561814401,exp2,baserate,contrast
"r_participant[005,condpresent]",1.00019252425452,exp2,baserate,contrast
"r_participant[006,condpresent]",1.000060291526425,exp2,baserate,contrast
"r_participant[007,condpresent]",1.0000744359378688,exp2,baserate,contrast
"r_participant[008,condpresent]",1.0002082949091948,exp2,baserate,contrast
"r_participant[009,condpresent]",1.0001078046244132,exp2,baserate,contrast
"r_participant[010,condpresent]",1.0000449020041875,exp2,baserate,contrast
"r_participant[011,condpresent]",1.0001206071364181,exp2,baserate,contrast
"r_participant[012,condpresent]",1.0000586650017373,exp2,baserate,contrast
"r_participant[013,condpresent]",1.0000323262203938,exp2,baserate,contrast
"r_participant[014,condpresent]",1.0001525817568941,exp2,baserate,contrast
"r_participant[015,condpresent]",1.0000059987768082,exp2,baserate,contrast
"r_participant[016,condpresent]",1.0000349271120403,exp2,baserate,contrast
"r_participant[017,condpresent]",1.000266569648392,exp2,baserate,contrast
"r_participant[018,condpresent]",1.0002019391386052,exp2,baserate,contrast
"r_participant[019,condpresent]",0.9999794010264097,exp2,baserate,contrast
"r_participant[020,condpresent]",1.000071708193702,exp2,baserate,contrast
"r_participant[021,condpresent]",1.000154756926996,exp2,baserate,contrast
"r_participant[022,condpresent]",1.0000307693509127,exp2,baserate,contrast
"r_participant[023,condpresent]",1.000105672453797,exp2,baserate,contrast
"r_participant[024,condpresent]",1.0001285846217918,exp2,baserate,contrast
"r_participant[026,condpresent]",1.0000288098331445,exp2,baserate,contrast
"r_participant[027,condpresent]",1.0000538816400226,exp2,baserate,contrast
"r_participant[029,condpresent]",1.0000637503525787,exp2,baserate,contrast
"r_participant[030,condpresent]",1.0000867314754591,exp2,baserate,contrast
"r_participant[031,condpresent]",1.0000227492574603,exp2,baserate,contrast
"r_participant[033,condpresent]",1.0001218728174073,exp2,baserate,contrast
"r_participant[034,condpresent]",1.0001268465855349,exp2,baserate,contrast
"r_participant[036,condpresent]",1.0000077083765577,exp2,baserate,contrast
"r_participant[037,condpresent]",1.000020846727765,exp2,baserate,contrast
"r_participant[038,condpresent]",1.0001604529810597,exp2,baserate,contrast
"r_participant[039,condpresent]",1.000064255281843,exp2,baserate,contrast
"r_participant[041,condpresent]",1.0001780373565254,exp2,baserate,contrast
"r_participant[042,condpresent]",1.0001259351467675,exp2,baserate,contrast
"r_participant[043,condpresent]",1.000020748738712,exp2,baserate,contrast
"r_participant[044,condpresent]",1.0002556086698995,exp2,baserate,contrast
"r_participant[045,condpresent]",1.0001003165537248,exp2,baserate,contrast
"r_participant[046,condpresent]",1.0000582626714483,exp2,baserate,contrast
"r_participant[047,condpresent]",1.0000547871762966,exp2,baserate,contrast
"r_participant[048,condpresent]",1.0001541176763338,exp2,baserate,contrast
"r_participant[050,condpresent]",1.000117995841472,exp2,baserate,contrast
"r_participant[051,condpresent]",1.0000617086671197,exp2,baserate,contrast
"r_participant[052,condpresent]",1.000188550109018,exp2,baserate,contrast
"r_participant[053,condpresent]",1.0000549749243206,exp2,baserate,contrast
"r_participant[054,condpresent]",1.0000222475181653,exp2,baserate,contrast
"r_participant[055,condpresent]",1.000170955675674,exp2,baserate,contrast
"r_participant[056,condpresent]",1.0000896756272357,exp2,baserate,contrast
"r_participant[057,condpresent]",1.0001018745732744,exp2,baserate,contrast
"r_participant[058,condpresent]",1.00018724357222,exp2,baserate,contrast
"r_participant[059,condpresent]",1.000024028643126,exp2,baserate,contrast
"r_participant[060,condpresent]",0.9999869346805884,exp2,baserate,contrast
"r_participant[061,condpresent]",1.0000642096957175,exp2,baserate,contrast
"r_participant[062,condpresent]",1.0001013028354813,exp2,baserate,contrast
"r_participant[063,condpresent]",1.000179322642287,exp2,baserate,contrast
"r_participant[064,condpresent]",1.0000700380581027,exp2,baserate,contrast
"r_participant__hu[001,Intercept]",1.0004645520937705,exp2,baserate,contrast
"r_participant__hu[002,Intercept]",1.0002476353502685,exp2,baserate,contrast
"r_participant__hu[003,Intercept]",1.0003607491200757,exp2,baserate,contrast
"r_participant__hu[004,Intercept]",1.0003916101553407,exp2,baserate,contrast
"r_participant__hu[005,Intercept]",1.0004444100590517,exp2,baserate,contrast
"r_participant__hu[006,Intercept]",1.0005994640608187,exp2,baserate,contrast
"r_participant__hu[007,Intercept]",1.0003536832565545,exp2,baserate,contrast
"r_participant__hu[008,Intercept]",1.0003940972850476,exp2,baserate,contrast
"r_participant__hu[009,Intercept]",1.0004273382454862,exp2,baserate,contrast
"r_participant__hu[010,Intercept]",1.0002837044454118,exp2,baserate,contrast
"r_participant__hu[011,Intercept]",1.0002635965017432,exp2,baserate,contrast
"r_participant__hu[012,Intercept]",1.0001625624057249,exp2,baserate,contrast
"r_participant__hu[013,Intercept]",1.0004467143306879,exp2,baserate,contrast
"r_participant__hu[014,Intercept]",1.0004073061190084,exp2,baserate,contrast
"r_participant__hu[015,Intercept]",1.0004218944287218,exp2,baserate,contrast
"r_participant__hu[016,Intercept]",1.0002563249657788,exp2,baserate,contrast
"r_participant__hu[017,Intercept]",1.0002047575898987,exp2,baserate,contrast
"r_participant__hu[018,Intercept]",1.0004831622467718,exp2,baserate,contrast
"r_participant__hu[019,Intercept]",1.000446648838909,exp2,baserate,contrast
"r_participant__hu[020,Intercept]",1.0004405456929557,exp2,baserate,contrast
"r_participant__hu[021,Intercept]",1.0003299282324403,exp2,baserate,contrast
"r_participant__hu[022,Intercept]",1.0004222772403875,exp2,baserate,contrast
"r_participant__hu[023,Intercept]",1.0003785135960448,exp2,baserate,contrast
"r_participant__hu[024,Intercept]",1.000336865817175,exp2,baserate,contrast
"r_participant__hu[026,Intercept]",1.0003093033978103,exp2,baserate,contrast
"r_participant__hu[027,Intercept]",1.0001345194532072,exp2,baserate,contrast
"r_participant__hu[029,Intercept]",1.0003917680949217,exp2,baserate,contrast
"r_participant__hu[030,Intercept]",1.0001916725929756,exp2,baserate,contrast
"r_participant__hu[031,Intercept]",1.0003441670346527,exp2,baserate,contrast
"r_participant__hu[033,Intercept]",1.000413424223615,exp2,baserate,contrast
"r_participant__hu[034,Intercept]",1.0005062570237098,exp2,baserate,contrast
"r_participant__hu[036,Intercept]",1.0004134268395037,exp2,baserate,contrast
"r_participant__hu[037,Intercept]",1.00032079782535,exp2,baserate,contrast
"r_participant__hu[038,Intercept]",1.0002519387761402,exp2,baserate,contrast
"r_participant__hu[039,Intercept]",1.0003360965802681,exp2,baserate,contrast
"r_participant__hu[041,Intercept]",1.0004481194620585,exp2,baserate,contrast
"r_participant__hu[042,Intercept]",1.0003500626977744,exp2,baserate,contrast
"r_participant__hu[043,Intercept]",1.000360899470087,exp2,baserate,contrast
"r_participant__hu[044,Intercept]",1.0004165175954105,exp2,baserate,contrast
"r_participant__hu[045,Intercept]",1.0003055840169885,exp2,baserate,contrast
"r_participant__hu[046,Intercept]",1.0003790481229868,exp2,baserate,contrast
"r_participant__hu[047,Intercept]",1.0003560734547845,exp2,baserate,contrast
"r_participant__hu[048,Intercept]",1.000405736742378,exp2,baserate,contrast
"r_participant__hu[050,Intercept]",1.0004297880760573,exp2,baserate,contrast
"r_participant__hu[051,Intercept]",1.0002061524170809,exp2,baserate,contrast
"r_participant__hu[052,Intercept]",1.0003247244765883,exp2,baserate,contrast
"r_participant__hu[053,Intercept]",1.0003668467009856,exp2,baserate,contrast
"r_participant__hu[054,Intercept]",1.0004466381534503,exp2,baserate,contrast
"r_participant__hu[055,Intercept]",1.0005031287197605,exp2,baserate,contrast
"r_participant__hu[056,Intercept]",1.0003879415524946,exp2,baserate,contrast
"r_participant__hu[057,Intercept]",1.0003168366476056,exp2,baserate,contrast
"r_participant__hu[058,Intercept]",1.000316043734089,exp2,baserate,contrast
"r_participant__hu[059,Intercept]",1.0003656219595671,exp2,baserate,contrast
"r_participant__hu[060,Intercept]",1.0003503405976544,exp2,baserate,contrast
"r_participant__hu[061,Intercept]",1.000268059487525,exp2,baserate,contrast
"r_participant__hu[062,Intercept]",1.0003808022545904,exp2,baserate,contrast
"r_participant__hu[063,Intercept]",1.0004353467374967,exp2,baserate,contrast
"r_participant__hu[064,Intercept]",1.0002408067495292,exp2,baserate,contrast
lprior,1.0005965759596287,exp2,baserate,contrast
lp__,1.0006677120441934,exp2,baserate,contrast
"z_1[1,1]",1.0001713835778532,exp2,baserate,contrast
"z_1[2,1]",1.0002967205092492,exp2,baserate,contrast
"z_1[1,2]",1.000501618452258,exp2,baserate,contrast
"z_1[2,2]",1.0003381366137194,exp2,baserate,contrast
"z_1[1,3]",1.0001304334395704,exp2,baserate,contrast
"z_1[2,3]",1.0000224595325047,exp2,baserate,contrast
"z_1[1,4]",1.0001135907358032,exp2,baserate,contrast
"z_1[2,4]",1.000200203367781,exp2,baserate,contrast
"z_1[1,5]",1.0000732683723814,exp2,baserate,contrast
"z_1[2,5]",1.000090880819993,exp2,baserate,contrast
"z_1[1,6]",1.0001448645047597,exp2,baserate,contrast
"z_1[2,6]",1.0001003987436938,exp2,baserate,contrast
"z_1[1,7]",1.0000989967859466,exp2,baserate,contrast
"z_1[2,7]",1.0001276046687355,exp2,baserate,contrast
"z_1[1,8]",1.0000606671626722,exp2,baserate,contrast
"z_1[2,8]",1.000165612136006,exp2,baserate,contrast
"z_1[1,9]",1.0001543936674107,exp2,baserate,contrast
"z_1[2,9]",1.000156024529305,exp2,baserate,contrast
"z_1[1,10]",1.0002938393161065,exp2,baserate,contrast
"z_1[2,10]",1.0001018220860196,exp2,baserate,contrast
"z_1[1,11]",1.000543033414128,exp2,baserate,contrast
"z_1[2,11]",1.0007065934174357,exp2,baserate,contrast
"z_1[1,12]",1.000099980750228,exp2,baserate,contrast
"z_1[2,12]",0.9999851798422656,exp2,baserate,contrast
"z_1[1,13]",1.000126215656538,exp2,baserate,contrast
"z_1[2,13]",1.0000598589873002,exp2,baserate,contrast
"z_1[1,14]",0.9999931396563316,exp2,baserate,contrast
"z_1[2,14]",1.000110883750272,exp2,baserate,contrast
"z_1[1,15]",1.0001828666289012,exp2,baserate,contrast
"z_1[2,15]",1.0000565148758263,exp2,baserate,contrast
"z_1[1,16]",1.0000905642395066,exp2,baserate,contrast
"z_1[2,16]",1.0001387703698061,exp2,baserate,contrast
"z_1[1,17]",1.0003807517113796,exp2,baserate,contrast
"z_1[2,17]",1.0005008055196152,exp2,baserate,contrast
"z_1[1,18]",1.0000524366719992,exp2,baserate,contrast
"z_1[2,18]",1.0000120806197923,exp2,baserate,contrast
"z_1[1,19]",1.0003937729323498,exp2,baserate,contrast
"z_1[2,19]",1.0001878333979994,exp2,baserate,contrast
"z_1[1,20]",1.0002929377495433,exp2,baserate,contrast
"z_1[2,20]",1.000179879893488,exp2,baserate,contrast
"z_1[1,21]",1.0001409849323732,exp2,baserate,contrast
"z_1[2,21]",1.0001998066747313,exp2,baserate,contrast
"z_1[1,22]",1.0003420402952647,exp2,baserate,contrast
"z_1[2,22]",1.0002823315095388,exp2,baserate,contrast
"z_1[1,23]",1.0002328180562643,exp2,baserate,contrast
"z_1[2,23]",1.00013025778557,exp2,baserate,contrast
"z_1[1,24]",1.000112825255934,exp2,baserate,contrast
"z_1[2,24]",1.0000536136064726,exp2,baserate,contrast
"z_1[1,25]",1.0002308298407159,exp2,baserate,contrast
"z_1[2,25]",1.0000396702112822,exp2,baserate,contrast
"z_1[1,26]",1.0003667618126255,exp2,baserate,contrast
"z_1[2,26]",1.0004212510963149,exp2,baserate,contrast
"z_1[1,27]",1.0001912903812402,exp2,baserate,contrast
"z_1[2,27]",1.0000830704724581,exp2,baserate,contrast
"z_1[1,28]",1.0002187376229987,exp2,baserate,contrast
"z_1[2,28]",1.0001229871043449,exp2,baserate,contrast
"z_1[1,29]",1.0000855544567762,exp2,baserate,contrast
"z_1[2,29]",1.000034948473629,exp2,baserate,contrast
"z_1[1,30]",1.0001627755084486,exp2,baserate,contrast
"z_1[2,30]",1.0003057064001106,exp2,baserate,contrast
"z_1[1,31]",1.0001445285228117,exp2,baserate,contrast
"z_1[2,31]",1.0001369186524323,exp2,baserate,contrast
"z_1[1,32]",1.0002347818884898,exp2,baserate,contrast
"z_1[2,32]",1.000307692574594,exp2,baserate,contrast
"z_1[1,33]",1.0000896627912712,exp2,baserate,contrast
"z_1[2,33]",1.0000370839391175,exp2,baserate,contrast
"z_1[1,34]",1.0002732356601174,exp2,baserate,contrast
"z_1[2,34]",1.0002381815974266,exp2,baserate,contrast
"z_1[1,35]",1.0002047308436768,exp2,baserate,contrast
"z_1[2,35]",1.0004378477949005,exp2,baserate,contrast
"z_1[1,36]",1.0000911032301287,exp2,baserate,contrast
"z_1[2,36]",1.0001666533630837,exp2,baserate,contrast
"z_1[1,37]",1.0001459791445695,exp2,baserate,contrast
"z_1[2,37]",1.0000573775371269,exp2,baserate,contrast
"z_1[1,38]",1.0001193069230923,exp2,baserate,contrast
"z_1[2,38]",1.0000777875071505,exp2,baserate,contrast
"z_1[1,39]",1.0001152279125995,exp2,baserate,contrast
"z_1[2,39]",1.0001782278777995,exp2,baserate,contrast
"z_1[1,40]",1.0002141452710924,exp2,baserate,contrast
"z_1[2,40]",1.0001661440662493,exp2,baserate,contrast
"z_1[1,41]",1.0003161662627371,exp2,baserate,contrast
"z_1[2,41]",1.0004314128127991,exp2,baserate,contrast
"z_1[1,42]",1.0001543039705056,exp2,baserate,contrast
"z_1[2,42]",1.0001541565639231,exp2,baserate,contrast
"z_1[1,43]",1.0003128852989738,exp2,baserate,contrast
"z_1[2,43]",1.0004606292050182,exp2,baserate,contrast
"z_1[1,44]",1.0000879557529783,exp2,baserate,contrast
"z_1[2,44]",1.0001032992606493,exp2,baserate,contrast
"z_1[1,45]",1.0003716448294457,exp2,baserate,contrast
"z_1[2,45]",1.0005310741665439,exp2,baserate,contrast
"z_1[1,46]",1.0001087176448302,exp2,baserate,contrast
"z_1[2,46]",1.0001144141963025,exp2,baserate,contrast
"z_1[1,47]",1.0001125166302918,exp2,baserate,contrast
"z_1[2,47]",1.0000048553851595,exp2,baserate,contrast
"z_1[1,48]",1.0002192130586436,exp2,baserate,contrast
"z_1[2,48]",1.000272799459546,exp2,baserate,contrast
"z_1[1,49]",1.0002989534523823,exp2,baserate,contrast
"z_1[2,49]",1.000233875199737,exp2,baserate,contrast
"z_1[1,50]",1.0004512807406165,exp2,baserate,contrast
"z_1[2,50]",1.000388386224167,exp2,baserate,contrast
"z_1[1,51]",1.0003204355526083,exp2,baserate,contrast
"z_1[2,51]",1.000322312612302,exp2,baserate,contrast
"z_1[1,52]",1.0001005614085854,exp2,baserate,contrast
"z_1[2,52]",1.0001720802900154,exp2,baserate,contrast
"z_1[1,53]",1.0002348756257797,exp2,baserate,contrast
"z_1[2,53]",1.0001804758763497,exp2,baserate,contrast
"z_1[1,54]",1.0000770207430405,exp2,baserate,contrast
"z_1[2,54]",1.0000692770435835,exp2,baserate,contrast
"z_1[1,55]",1.0003140541122184,exp2,baserate,contrast
"z_1[2,55]",1.0000560538134555,exp2,baserate,contrast
"z_1[1,56]",1.000621118532228,exp2,baserate,contrast
"z_1[2,56]",1.0008196959184577,exp2,baserate,contrast
"z_1[1,57]",1.0000856256322015,exp2,baserate,contrast
"z_1[2,57]",1.0001663657217974,exp2,baserate,contrast
"z_1[1,58]",1.0002700432652072,exp2,baserate,contrast
"z_1[2,58]",1.0000856917751844,exp2,baserate,contrast
"L_1[1,1]",NA,exp2,baserate,contrast
"L_1[2,1]",1.000982527281871,exp2,baserate,contrast
"L_1[1,2]",NA,exp2,baserate,contrast
"L_1[2,2]",1.00010802392384,exp2,baserate,contrast
"z_2[1,1]",1.00050219851856,exp2,baserate,contrast
"z_2[1,2]",1.00042716511142,exp2,baserate,contrast
"z_2[1,3]",1.0002278888969947,exp2,baserate,contrast
"z_2[1,4]",1.0005908072493748,exp2,baserate,contrast
"z_2[1,5]",1.0004025687045717,exp2,baserate,contrast
"z_2[1,6]",1.00062261788331,exp2,baserate,contrast
"z_2[1,7]",1.000146318087145,exp2,baserate,contrast
"z_2[1,8]",1.0002054777026432,exp2,baserate,contrast
"z_2[1,9]",1.0002400652283345,exp2,baserate,contrast
"z_2[1,10]",1.0003022094571878,exp2,baserate,contrast
"z_2[1,11]",1.0005194239426343,exp2,baserate,contrast
"z_2[1,12]",1.0003771506902739,exp2,baserate,contrast
"z_2[1,13]",1.0005850137874932,exp2,baserate,contrast
"z_2[1,14]",1.0004056961626473,exp2,baserate,contrast
"z_2[1,15]",1.0002974114263985,exp2,baserate,contrast
"z_2[1,16]",1.0003997351745806,exp2,baserate,contrast
"z_2[1,17]",1.000338352730923,exp2,baserate,contrast
"z_2[1,18]",1.0006989939508166,exp2,baserate,contrast
"z_2[1,19]",1.0001139666980985,exp2,baserate,contrast
"z_2[1,20]",1.0002486865653952,exp2,baserate,contrast
"z_2[1,21]",1.0002606015848212,exp2,baserate,contrast
"z_2[1,22]",1.000224928761613,exp2,baserate,contrast
"z_2[1,23]",1.0005094903217677,exp2,baserate,contrast
"z_2[1,24]",1.0005088270660387,exp2,baserate,contrast
"z_2[1,25]",1.0004972488132866,exp2,baserate,contrast
"z_2[1,26]",1.0002071111633442,exp2,baserate,contrast
"z_2[1,27]",1.00035064445303,exp2,baserate,contrast
"z_2[1,28]",1.000212809062301,exp2,baserate,contrast
"z_2[1,29]",1.0003410065113376,exp2,baserate,contrast
"z_2[1,30]",1.000566443329801,exp2,baserate,contrast
"z_2[1,31]",1.0006464189707265,exp2,baserate,contrast
"z_2[1,32]",1.000513310735524,exp2,baserate,contrast
"z_2[1,33]",1.0002247690426922,exp2,baserate,contrast
"z_2[1,34]",1.0003563537354123,exp2,baserate,contrast
"z_2[1,35]",1.0002385397312115,exp2,baserate,contrast
"z_2[1,36]",1.0004407785461933,exp2,baserate,contrast
"z_2[1,37]",1.0003169801867389,exp2,baserate,contrast
"z_2[1,38]",1.0001611526905139,exp2,baserate,contrast
"z_2[1,39]",1.000622760452656,exp2,baserate,contrast
"z_2[1,40]",1.0004094490759643,exp2,baserate,contrast
"z_2[1,41]",1.0005425018052383,exp2,baserate,contrast
"z_2[1,42]",1.0002801809570898,exp2,baserate,contrast
"z_2[1,43]",1.000466655213223,exp2,baserate,contrast
"z_2[1,44]",1.0002630059422508,exp2,baserate,contrast
"z_2[1,45]",1.0004215071766602,exp2,baserate,contrast
"z_2[1,46]",1.0005325128744658,exp2,baserate,contrast
"z_2[1,47]",1.0002797193755888,exp2,baserate,contrast
"z_2[1,48]",1.0002374506416623,exp2,baserate,contrast
"z_2[1,49]",1.0004706617723085,exp2,baserate,contrast
"z_2[1,50]",1.0005438486978346,exp2,baserate,contrast
"z_2[1,51]",1.0001625049581429,exp2,baserate,contrast
"z_2[1,52]",1.0001951969594807,exp2,baserate,contrast
"z_2[1,53]",1.000191481009571,exp2,baserate,contrast
"z_2[1,54]",1.0005351955724675,exp2,baserate,contrast
"z_2[1,55]",1.0002927524957879,exp2,baserate,contrast
"z_2[1,56]",1.0003218173878432,exp2,baserate,contrast
"z_2[1,57]",1.0005910686939552,exp2,baserate,contrast
"z_2[1,58]",1.0002150616298406,exp2,baserate,contrast
