parameter,rhat,experiment,condition,model_name
"r_participant__hu[006,Intercept]",1.00012332377527,exp2,baserate,full
"r_participant__hu[007,Intercept]",1.0002008226370198,exp2,baserate,full
"r_participant__hu[008,Intercept]",1.0002097420438298,exp2,baserate,full
"r_participant__hu[009,Intercept]",1.000192352653081,exp2,baserate,full
"r_participant__hu[010,Intercept]",1.00014456576952,exp2,baserate,full
"r_participant__hu[011,Intercept]",1.0001894870746706,exp2,baserate,full
"r_participant__hu[012,Intercept]",1.0002839837388466,exp2,baserate,full
"r_participant__hu[013,Intercept]",1.0002611012971443,exp2,baserate,full
"r_participant__hu[014,Intercept]",1.000174784698788,exp2,baserate,full
"r_participant__hu[015,Intercept]",1.0000808135111687,exp2,baserate,full
"r_participant__hu[016,Intercept]",1.000347959909317,exp2,baserate,full
"r_participant__hu[017,Intercept]",1.0000827401277572,exp2,baserate,full
"r_participant__hu[018,Intercept]",1.000366118795829,exp2,baserate,full
"r_participant__hu[019,Intercept]",1.000052268133566,exp2,baserate,full
"r_participant__hu[020,Intercept]",1.0001642731217806,exp2,baserate,full
"r_participant__hu[021,Intercept]",1.0001982293939873,exp2,baserate,full
"r_participant__hu[022,Intercept]",1.0001570940100835,exp2,baserate,full
"r_participant__hu[023,Intercept]",1.0000427045365636,exp2,baserate,full
"r_participant__hu[024,Intercept]",1.0003525329178142,exp2,baserate,full
"r_participant__hu[026,Intercept]",1.000099815210303,exp2,baserate,full
"r_participant__hu[027,Intercept]",1.0000614657181133,exp2,baserate,full
"r_participant__hu[029,Intercept]",1.0001513659833368,exp2,baserate,full
"r_participant__hu[030,Intercept]",1.0002555210816935,exp2,baserate,full
"r_participant__hu[031,Intercept]",1.0002001570515884,exp2,baserate,full
"r_participant__hu[033,Intercept]",1.0001451694600292,exp2,baserate,full
"r_participant__hu[034,Intercept]",1.000153631914315,exp2,baserate,full
"r_participant__hu[036,Intercept]",1.000264006850127,exp2,baserate,full
"r_participant__hu[037,Intercept]",1.000059560831643,exp2,baserate,full
"r_participant__hu[038,Intercept]",1.0002150795061484,exp2,baserate,full
"r_participant__hu[039,Intercept]",1.0002278244561973,exp2,baserate,full
"r_participant__hu[041,Intercept]",1.0000830480681426,exp2,baserate,full
"r_participant__hu[042,Intercept]",1.0002052681695734,exp2,baserate,full
"r_participant__hu[043,Intercept]",1.000024866545919,exp2,baserate,full
"r_participant__hu[044,Intercept]",1.000130843086568,exp2,baserate,full
"r_participant__hu[045,Intercept]",1.00009562807728,exp2,baserate,full
"r_participant__hu[046,Intercept]",1.0002067325709043,exp2,baserate,full
"r_participant__hu[047,Intercept]",1.0001728590563195,exp2,baserate,full
"r_participant__hu[048,Intercept]",1.0001161302485346,exp2,baserate,full
"r_participant__hu[050,Intercept]",1.0000947169147805,exp2,baserate,full
"r_participant__hu[051,Intercept]",1.0000851512030942,exp2,baserate,full
"r_participant__hu[052,Intercept]",1.0001305918615198,exp2,baserate,full
"r_participant__hu[053,Intercept]",1.0001390178078144,exp2,baserate,full
"r_participant__hu[054,Intercept]",1.0001263003187695,exp2,baserate,full
"r_participant__hu[055,Intercept]",1.0000468157415403,exp2,baserate,full
"r_participant__hu[056,Intercept]",1.000172515125005,exp2,baserate,full
"r_participant__hu[057,Intercept]",1.000085737400216,exp2,baserate,full
"r_participant__hu[058,Intercept]",1.000073484293201,exp2,baserate,full
"r_participant__hu[059,Intercept]",1.0000763854389392,exp2,baserate,full
"r_participant__hu[060,Intercept]",1.0000317837478436,exp2,baserate,full
"r_participant__hu[061,Intercept]",1.0001754878338587,exp2,baserate,full
"r_participant__hu[062,Intercept]",1.0001302727908963,exp2,baserate,full
"r_participant__hu[063,Intercept]",1.0001562270081836,exp2,baserate,full
"r_participant__hu[064,Intercept]",1.000099520984707,exp2,baserate,full
"r_participant__hu[001,condpresent]",1.0003709920231088,exp2,baserate,full
"r_participant__hu[002,condpresent]",1.0001155501394,exp2,baserate,full
"r_participant__hu[003,condpresent]",1.0002206919255507,exp2,baserate,full
"r_participant__hu[004,condpresent]",1.0004331473136756,exp2,baserate,full
"r_participant__hu[005,condpresent]",1.0003993030689917,exp2,baserate,full
"r_participant__hu[006,condpresent]",1.0003916465610283,exp2,baserate,full
"r_participant__hu[007,condpresent]",1.0005031024352389,exp2,baserate,full
"r_participant__hu[008,condpresent]",1.0002801607242295,exp2,baserate,full
"r_participant__hu[009,condpresent]",1.000401126701732,exp2,baserate,full
"r_participant__hu[010,condpresent]",1.000491798151567,exp2,baserate,full
"r_participant__hu[011,condpresent]",1.0002144794839778,exp2,baserate,full
"r_participant__hu[012,condpresent]",1.000339251735207,exp2,baserate,full
"r_participant__hu[013,condpresent]",1.0004090702029764,exp2,baserate,full
"r_participant__hu[014,condpresent]",1.0003868184798783,exp2,baserate,full
"r_participant__hu[015,condpresent]",1.0003895678924366,exp2,baserate,full
"r_participant__hu[016,condpresent]",1.000301922094227,exp2,baserate,full
"r_participant__hu[017,condpresent]",1.0003389352510756,exp2,baserate,full
"r_participant__hu[018,condpresent]",1.0002995965400205,exp2,baserate,full
"r_participant__hu[019,condpresent]",1.0003014249806008,exp2,baserate,full
"r_participant__hu[020,condpresent]",1.0002603816741493,exp2,baserate,full
"r_participant__hu[021,condpresent]",1.0004132876967822,exp2,baserate,full
"r_participant__hu[022,condpresent]",1.0004731675757792,exp2,baserate,full
"r_participant__hu[023,condpresent]",1.000136081318554,exp2,baserate,full
"r_participant__hu[024,condpresent]",1.0001099176047845,exp2,baserate,full
"r_participant__hu[026,condpresent]",1.0002367236950775,exp2,baserate,full
"r_participant__hu[027,condpresent]",1.0001871384446737,exp2,baserate,full
"r_participant__hu[029,condpresent]",1.0003471252753808,exp2,baserate,full
"r_participant__hu[030,condpresent]",1.0002811951865582,exp2,baserate,full
"r_participant__hu[031,condpresent]",1.000284913089341,exp2,baserate,full
"r_participant__hu[033,condpresent]",1.0003240251416594,exp2,baserate,full
"r_participant__hu[034,condpresent]",1.0003775146947804,exp2,baserate,full
"r_participant__hu[036,condpresent]",1.0003819457140675,exp2,baserate,full
"r_participant__hu[037,condpresent]",1.0004416170335462,exp2,baserate,full
"r_participant__hu[038,condpresent]",1.0001367697703267,exp2,baserate,full
"r_participant__hu[039,condpresent]",1.0002789468013742,exp2,baserate,full
"r_participant__hu[041,condpresent]",1.0003665084494067,exp2,baserate,full
"r_participant__hu[042,condpresent]",1.0003570400121315,exp2,baserate,full
"r_participant__hu[043,condpresent]",1.0003761061562386,exp2,baserate,full
"r_participant__hu[044,condpresent]",1.0001509076319635,exp2,baserate,full
"r_participant__hu[045,condpresent]",1.000477909543223,exp2,baserate,full
"r_participant__hu[046,condpresent]",1.0003063056620471,exp2,baserate,full
"r_participant__hu[047,condpresent]",1.0003746956000723,exp2,baserate,full
"r_participant__hu[048,condpresent]",1.0003214418276558,exp2,baserate,full
"r_participant__hu[050,condpresent]",1.0002265846898266,exp2,baserate,full
"r_participant__hu[051,condpresent]",1.0001315937640352,exp2,baserate,full
"r_participant__hu[052,condpresent]",1.0003453344515683,exp2,baserate,full
"r_participant__hu[053,condpresent]",1.000468236914233,exp2,baserate,full
"r_participant__hu[054,condpresent]",1.0002529327784115,exp2,baserate,full
"r_participant__hu[055,condpresent]",1.0003281128470922,exp2,baserate,full
"r_participant__hu[056,condpresent]",1.000277432245238,exp2,baserate,full
"r_participant__hu[057,condpresent]",1.0003680110031998,exp2,baserate,full
"r_participant__hu[058,condpresent]",1.0003595407627623,exp2,baserate,full
"r_participant__hu[059,condpresent]",1.0002990214906913,exp2,baserate,full
"r_participant__hu[060,condpresent]",1.0000840185074409,exp2,baserate,full
"r_participant__hu[061,condpresent]",1.0001986968814727,exp2,baserate,full
"r_participant__hu[062,condpresent]",1.0003112374586731,exp2,baserate,full
"r_participant__hu[063,condpresent]",1.0003365023077293,exp2,baserate,full
"r_participant__hu[064,condpresent]",1.000363026392926,exp2,baserate,full
lprior,1.0008519499776238,exp2,baserate,full
lp__,1.0012937359793934,exp2,baserate,full
"z_1[1,1]",1.0003836203348304,exp2,baserate,full
"z_1[2,1]",1.0001330044635424,exp2,baserate,full
"z_1[1,2]",1.0005836828488852,exp2,baserate,full
"z_1[2,2]",1.0000231491854226,exp2,baserate,full
"z_1[1,3]",1.0002601202300534,exp2,baserate,full
"z_1[2,3]",1.000064884001235,exp2,baserate,full
"z_1[1,4]",1.0005088348007303,exp2,baserate,full
"z_1[2,4]",1.0000873622614521,exp2,baserate,full
"z_1[1,5]",1.0004009948674495,exp2,baserate,full
"z_1[2,5]",1.0000813384215241,exp2,baserate,full
"z_1[1,6]",1.000459043763148,exp2,baserate,full
"z_1[2,6]",1.0001419779046934,exp2,baserate,full
"z_1[1,7]",1.000198512903821,exp2,baserate,full
"z_1[2,7]",1.0000175861888143,exp2,baserate,full
"z_1[1,8]",1.0004118768914307,exp2,baserate,full
"z_1[2,8]",1.0002044736514748,exp2,baserate,full
"z_1[1,9]",1.000304194180023,exp2,baserate,full
"z_1[2,9]",1.0000821967430007,exp2,baserate,full
"z_1[1,10]",1.0004716322787295,exp2,baserate,full
"z_1[2,10]",1.0000329866652027,exp2,baserate,full
"z_1[1,11]",1.0004761870225753,exp2,baserate,full
"z_1[2,11]",1.0000129499480102,exp2,baserate,full
"z_1[1,12]",1.0003282972379441,exp2,baserate,full
"z_1[2,12]",1.000219095861803,exp2,baserate,full
"z_1[1,13]",1.0004719519968124,exp2,baserate,full
"z_1[2,13]",1.0001679500242868,exp2,baserate,full
"z_1[1,14]",1.0003212128022796,exp2,baserate,full
"z_1[2,14]",1.0001117017463323,exp2,baserate,full
"z_1[1,15]",1.0001852075985083,exp2,baserate,full
"z_1[2,15]",1.0001959030820904,exp2,baserate,full
"z_1[1,16]",1.0002415945194008,exp2,baserate,full
"z_1[2,16]",1.0000716558416594,exp2,baserate,full
"z_1[1,17]",1.0005626399515009,exp2,baserate,full
"z_1[2,17]",1.0000818575358554,exp2,baserate,full
"z_1[1,18]",1.0002950085355236,exp2,baserate,full
"z_1[2,18]",1.000148811838165,exp2,baserate,full
"z_1[1,19]",1.0003076557552093,exp2,baserate,full
"z_1[2,19]",0.9999596972540332,exp2,baserate,full
"z_1[1,20]",1.000178586376528,exp2,baserate,full
"z_1[2,20]",1.000042976697723,exp2,baserate,full
"z_1[1,21]",1.0001513717093147,exp2,baserate,full
"z_1[2,21]",1.000104803528048,exp2,baserate,full
"z_1[1,22]",1.0003433221107016,exp2,baserate,full
"z_1[2,22]",1.0000601880409392,exp2,baserate,full
"z_1[1,23]",1.000359687938204,exp2,baserate,full
"z_1[2,23]",1.0001849950223256,exp2,baserate,full
"z_1[1,24]",1.000644787077628,exp2,baserate,full
"z_1[2,24]",1.0002782083299837,exp2,baserate,full
"z_1[1,25]",1.0002125243611804,exp2,baserate,full
"z_1[2,25]",1.0001164425498246,exp2,baserate,full
"z_1[1,26]",1.0006811940089104,exp2,baserate,full
"z_1[2,26]",1.0000567811473464,exp2,baserate,full
"z_1[1,27]",1.000144919980261,exp2,baserate,full
"z_1[2,27]",1.0000858609248646,exp2,baserate,full
"z_1[1,28]",1.0004322614946977,exp2,baserate,full
"z_1[2,28]",1.0000043622328854,exp2,baserate,full
"z_1[1,29]",1.0002947910529487,exp2,baserate,full
"z_1[2,29]",1.0000351299486228,exp2,baserate,full
"z_1[1,30]",1.0002730486443736,exp2,baserate,full
"z_1[2,30]",1.0002525033733194,exp2,baserate,full
"z_1[1,31]",1.0002486034262605,exp2,baserate,full
"z_1[2,31]",1.0000650508205597,exp2,baserate,full
"z_1[1,32]",1.0003701266744618,exp2,baserate,full
"z_1[2,32]",1.000161057115281,exp2,baserate,full
"z_1[1,33]",1.000319647922644,exp2,baserate,full
"z_1[2,33]",1.0002118525163475,exp2,baserate,full
"z_1[1,34]",1.0003161599150647,exp2,baserate,full
"z_1[2,34]",1.000279577766225,exp2,baserate,full
"z_1[1,35]",1.0003020587171925,exp2,baserate,full
"z_1[2,35]",1.000151934745781,exp2,baserate,full
"z_1[1,36]",1.0001537609485103,exp2,baserate,full
"z_1[2,36]",1.000211452138258,exp2,baserate,full
"z_1[1,37]",1.0004453403196616,exp2,baserate,full
"z_1[2,37]",0.9999890222852776,exp2,baserate,full
"z_1[1,38]",1.0004569813792688,exp2,baserate,full
"z_1[2,38]",1.0001714860777742,exp2,baserate,full
"z_1[1,39]",1.0003128788406228,exp2,baserate,full
"z_1[2,39]",1.000291550786409,exp2,baserate,full
"z_1[1,40]",1.0006369887416364,exp2,baserate,full
"z_1[2,40]",1.0001634182321826,exp2,baserate,full
"z_1[1,41]",1.0003052064659284,exp2,baserate,full
"z_1[2,41]",1.000068469751283,exp2,baserate,full
"z_1[1,42]",1.000296769988397,exp2,baserate,full
"z_1[2,42]",1.0000497456970088,exp2,baserate,full
"z_1[1,43]",1.0005133391088201,exp2,baserate,full
"z_1[2,43]",1.000120362371764,exp2,baserate,full
"z_1[1,44]",1.0001018029163147,exp2,baserate,full
"z_1[2,44]",1.0000810463216918,exp2,baserate,full
"z_1[1,45]",1.0005071202790585,exp2,baserate,full
"z_1[2,45]",1.0001520059397326,exp2,baserate,full
"z_1[1,46]",1.000372669487701,exp2,baserate,full
"z_1[2,46]",1.000370241802923,exp2,baserate,full
"z_1[1,47]",1.0003026074404309,exp2,baserate,full
"z_1[2,47]",1.0000001367401887,exp2,baserate,full
"z_1[1,48]",1.0004931317094514,exp2,baserate,full
"z_1[2,48]",1.0001415677034107,exp2,baserate,full
"z_1[1,49]",1.000214946322654,exp2,baserate,full
"z_1[2,49]",1.0000919612797583,exp2,baserate,full
"z_1[1,50]",1.0005296352136654,exp2,baserate,full
"z_1[2,50]",1.0001672575967397,exp2,baserate,full
"z_1[1,51]",1.0004613151979702,exp2,baserate,full
"z_1[2,51]",1.0000734940378349,exp2,baserate,full
"z_1[1,52]",1.0002565971668125,exp2,baserate,full
"z_1[2,52]",1.0000457358665074,exp2,baserate,full
"z_1[1,53]",1.0004073234139823,exp2,baserate,full
"z_1[2,53]",1.0000819821051727,exp2,baserate,full
"z_1[1,54]",1.000186468490868,exp2,baserate,full
"z_1[2,54]",1.000093278096235,exp2,baserate,full
"z_1[1,55]",1.0003796013360324,exp2,baserate,full
"z_1[2,55]",1.0000486654244414,exp2,baserate,full
"z_1[1,56]",1.0005300746851977,exp2,baserate,full
"z_1[2,56]",1.00023725139185,exp2,baserate,full
"z_1[1,57]",1.0002057090721426,exp2,baserate,full
"z_1[2,57]",1.0002679422448175,exp2,baserate,full
"z_1[1,58]",1.0004816792333098,exp2,baserate,full
"z_1[2,58]",1.0002717893108253,exp2,baserate,full
"L_1[1,1]",NA,exp2,baserate,full
"L_1[2,1]",1.0003862257237008,exp2,baserate,full
"L_1[1,2]",NA,exp2,baserate,full
"L_1[2,2]",1.000208947113817,exp2,baserate,full
"z_2[1,1]",1.0002135281152438,exp2,baserate,full
"z_2[2,1]",1.0005959408976484,exp2,baserate,full
"z_2[1,2]",1.0001725583846246,exp2,baserate,full
"z_2[2,2]",1.0005519902316247,exp2,baserate,full
"z_2[1,3]",1.000326557075334,exp2,baserate,full
"z_2[2,3]",1.0002330900862102,exp2,baserate,full
"z_2[1,4]",1.0002206575090091,exp2,baserate,full
"z_2[2,4]",1.0008013009194907,exp2,baserate,full
"z_2[1,5]",1.0001899695250507,exp2,baserate,full
"z_2[2,5]",1.0003994797882352,exp2,baserate,full
"z_2[1,6]",1.0001002077692465,exp2,baserate,full
"z_2[2,6]",1.000792416868187,exp2,baserate,full
"z_2[1,7]",1.0001924411800796,exp2,baserate,full
"z_2[2,7]",1.0005675459218046,exp2,baserate,full
"z_2[1,8]",1.000168624797721,exp2,baserate,full
"z_2[2,8]",1.0005101295799503,exp2,baserate,full
"z_2[1,9]",1.000234120336311,exp2,baserate,full
"z_2[2,9]",1.0003347901481772,exp2,baserate,full
"z_2[1,10]",1.0001453364794226,exp2,baserate,full
"z_2[2,10]",1.000689620932009,exp2,baserate,full
"z_2[1,11]",1.0001379842792593,exp2,baserate,full
"z_2[2,11]",1.0006812781178347,exp2,baserate,full
"z_2[1,12]",1.0001396077573383,exp2,baserate,full
"z_2[2,12]",1.0007048110898513,exp2,baserate,full
"z_2[1,13]",1.0002308696853281,exp2,baserate,full
"z_2[2,13]",1.0006877511943588,exp2,baserate,full
"z_2[1,14]",1.0001697496068689,exp2,baserate,full
"z_2[2,14]",1.000485683470703,exp2,baserate,full
"z_2[1,15]",1.0000055831066323,exp2,baserate,full
"z_2[2,15]",1.0004491987749715,exp2,baserate,full
"z_2[1,16]",1.0002424982682994,exp2,baserate,full
"z_2[2,16]",1.0000924050034323,exp2,baserate,full
"z_2[1,17]",1.000069576731713,exp2,baserate,full
"z_2[2,17]",1.0003946553528762,exp2,baserate,full
"z_2[1,18]",1.0002680647700881,exp2,baserate,full
"z_2[2,18]",1.0006523821941142,exp2,baserate,full
"z_2[1,19]",1.0001449455914233,exp2,baserate,full
"z_2[2,19]",1.0004152189823914,exp2,baserate,full
"z_2[1,20]",1.0002839926347136,exp2,baserate,full
"z_2[2,20]",1.0002506760603802,exp2,baserate,full
"z_2[1,21]",1.0002035636538595,exp2,baserate,full
"z_2[2,21]",1.0005039963032978,exp2,baserate,full
"z_2[1,22]",1.0002275718047997,exp2,baserate,full
"z_2[2,22]",1.0007737941164596,exp2,baserate,full
"z_2[1,23]",1.0001208580055012,exp2,baserate,full
"z_2[2,23]",0.9999995779820431,exp2,baserate,full
"z_2[1,24]",1.0003027709745875,exp2,baserate,full
"z_2[2,24]",1.0006823680889316,exp2,baserate,full
"z_2[1,25]",1.0001133519437433,exp2,baserate,full
"z_2[2,25]",1.0005495443726042,exp2,baserate,full
"z_2[1,26]",1.000026008160243,exp2,baserate,full
"z_2[2,26]",1.0002476759476062,exp2,baserate,full
"z_2[1,27]",1.0001492346875247,exp2,baserate,full
"z_2[2,27]",1.000351187947399,exp2,baserate,full
"z_2[1,28]",1.0001246932269168,exp2,baserate,full
"z_2[2,28]",1.000496831790586,exp2,baserate,full
"z_2[1,29]",1.0002056294454555,exp2,baserate,full
"z_2[2,29]",1.000399996115475,exp2,baserate,full
"z_2[1,30]",1.0000677666428437,exp2,baserate,full
"z_2[2,30]",1.0008560940402038,exp2,baserate,full
"z_2[1,31]",1.0001197415491392,exp2,baserate,full
"z_2[2,31]",1.0007461560870212,exp2,baserate,full
"z_2[1,32]",1.000193253630272,exp2,baserate,full
"z_2[2,32]",1.0006719787254366,exp2,baserate,full
"z_2[1,33]",1.0001639155906292,exp2,baserate,full
"z_2[2,33]",1.0002776121026529,exp2,baserate,full
"z_2[1,34]",1.0001629134059744,exp2,baserate,full
"z_2[2,34]",0.9999860014879893,exp2,baserate,full
"z_2[1,35]",1.0002599000995367,exp2,baserate,full
"z_2[2,35]",1.0002967787894752,exp2,baserate,full
