parameter,rhat,experiment,condition,model_name
"r_participant[153,condpresent]",1.0000150269892076,exp2,payoff,full
"r_participant[154,condpresent]",1.0002631227613052,exp2,payoff,full
"r_participant[155,condpresent]",1.0002267441044441,exp2,payoff,full
"r_participant[157,condpresent]",1.0000802907925985,exp2,payoff,full
"r_participant[158,condpresent]",1.0001493040488376,exp2,payoff,full
"r_participant[159,condpresent]",1.0001919467045282,exp2,payoff,full
"r_participant[160,condpresent]",0.9999889538756834,exp2,payoff,full
"r_participant[161,condpresent]",1.0001177150953662,exp2,payoff,full
"r_participant[162,condpresent]",0.9999763573552107,exp2,payoff,full
"r_participant[163,condpresent]",1.0001221824912594,exp2,payoff,full
"r_participant[164,condpresent]",1.000339583073303,exp2,payoff,full
"r_participant[165,condpresent]",1.0000757636374613,exp2,payoff,full
"r_participant[166,condpresent]",1.000210719156853,exp2,payoff,full
"r_participant[167,condpresent]",1.0001084291212206,exp2,payoff,full
"r_participant[168,condpresent]",1.0000313866006754,exp2,payoff,full
"r_participant__hu[116,Intercept]",1.0002204759604585,exp2,payoff,full
"r_participant__hu[117,Intercept]",1.0004404287360917,exp2,payoff,full
"r_participant__hu[118,Intercept]",1.000386296759934,exp2,payoff,full
"r_participant__hu[119,Intercept]",1.000160330112123,exp2,payoff,full
"r_participant__hu[120,Intercept]",1.0003332810844296,exp2,payoff,full
"r_participant__hu[121,Intercept]",1.000453345822224,exp2,payoff,full
"r_participant__hu[122,Intercept]",1.0003467438041604,exp2,payoff,full
"r_participant__hu[123,Intercept]",1.0003238434223451,exp2,payoff,full
"r_participant__hu[124,Intercept]",1.000346410770711,exp2,payoff,full
"r_participant__hu[126,Intercept]",1.0004326998492978,exp2,payoff,full
"r_participant__hu[127,Intercept]",1.0003594574619226,exp2,payoff,full
"r_participant__hu[128,Intercept]",1.0003171857112458,exp2,payoff,full
"r_participant__hu[129,Intercept]",1.0003414312888483,exp2,payoff,full
"r_participant__hu[130,Intercept]",1.0002308040009262,exp2,payoff,full
"r_participant__hu[131,Intercept]",1.0001591499870268,exp2,payoff,full
"r_participant__hu[132,Intercept]",1.0002949698565886,exp2,payoff,full
"r_participant__hu[133,Intercept]",1.000244340961948,exp2,payoff,full
"r_participant__hu[134,Intercept]",1.0003047742490683,exp2,payoff,full
"r_participant__hu[135,Intercept]",1.000230603689453,exp2,payoff,full
"r_participant__hu[136,Intercept]",1.000367620322237,exp2,payoff,full
"r_participant__hu[137,Intercept]",1.0005585762274918,exp2,payoff,full
"r_participant__hu[138,Intercept]",1.0003145468776307,exp2,payoff,full
"r_participant__hu[139,Intercept]",1.0003474634678864,exp2,payoff,full
"r_participant__hu[140,Intercept]",1.000290153424737,exp2,payoff,full
"r_participant__hu[141,Intercept]",1.000262125210223,exp2,payoff,full
"r_participant__hu[142,Intercept]",1.000244636537342,exp2,payoff,full
"r_participant__hu[143,Intercept]",1.0003648821553277,exp2,payoff,full
"r_participant__hu[145,Intercept]",1.0001835276963222,exp2,payoff,full
"r_participant__hu[146,Intercept]",1.000366069971906,exp2,payoff,full
"r_participant__hu[147,Intercept]",1.0003131860327734,exp2,payoff,full
"r_participant__hu[148,Intercept]",1.000348931506469,exp2,payoff,full
"r_participant__hu[149,Intercept]",1.0002944106265867,exp2,payoff,full
"r_participant__hu[150,Intercept]",1.000189156118462,exp2,payoff,full
"r_participant__hu[151,Intercept]",1.0002826014261248,exp2,payoff,full
"r_participant__hu[152,Intercept]",1.000455810075714,exp2,payoff,full
"r_participant__hu[153,Intercept]",1.0001926134413008,exp2,payoff,full
"r_participant__hu[154,Intercept]",1.0003155020366599,exp2,payoff,full
"r_participant__hu[155,Intercept]",1.000213518526289,exp2,payoff,full
"r_participant__hu[157,Intercept]",1.000470740992214,exp2,payoff,full
"r_participant__hu[158,Intercept]",1.00048452100437,exp2,payoff,full
"r_participant__hu[159,Intercept]",1.0003135193232047,exp2,payoff,full
"r_participant__hu[160,Intercept]",1.000316061922298,exp2,payoff,full
"r_participant__hu[161,Intercept]",1.0004440046140113,exp2,payoff,full
"r_participant__hu[162,Intercept]",1.0001529368561168,exp2,payoff,full
"r_participant__hu[163,Intercept]",1.0003736885504084,exp2,payoff,full
"r_participant__hu[164,Intercept]",1.0001948402194583,exp2,payoff,full
"r_participant__hu[165,Intercept]",1.000343051827868,exp2,payoff,full
"r_participant__hu[166,Intercept]",1.0002398931664276,exp2,payoff,full
"r_participant__hu[167,Intercept]",1.0003567001779365,exp2,payoff,full
"r_participant__hu[168,Intercept]",1.0003078489861714,exp2,payoff,full
"r_participant__hu[116,condpresent]",1.0002771747248862,exp2,payoff,full
"r_participant__hu[117,condpresent]",1.0000438219362482,exp2,payoff,full
"r_participant__hu[118,condpresent]",1.000208175970193,exp2,payoff,full
"r_participant__hu[119,condpresent]",1.0002899509370755,exp2,payoff,full
"r_participant__hu[120,condpresent]",1.0000177199218625,exp2,payoff,full
"r_participant__hu[121,condpresent]",1.0001340897357787,exp2,payoff,full
"r_participant__hu[122,condpresent]",1.0000636417224684,exp2,payoff,full
"r_participant__hu[123,condpresent]",1.0000991576649434,exp2,payoff,full
"r_participant__hu[124,condpresent]",1.0001056927800205,exp2,payoff,full
"r_participant__hu[126,condpresent]",1.0001093417080886,exp2,payoff,full
"r_participant__hu[127,condpresent]",1.0001055893355235,exp2,payoff,full
"r_participant__hu[128,condpresent]",1.0000454978346074,exp2,payoff,full
"r_participant__hu[129,condpresent]",1.0001241305550426,exp2,payoff,full
"r_participant__hu[130,condpresent]",1.0000844049794764,exp2,payoff,full
"r_participant__hu[131,condpresent]",1.00009279444966,exp2,payoff,full
"r_participant__hu[132,condpresent]",1.0001255109560103,exp2,payoff,full
"r_participant__hu[133,condpresent]",1.000086240339084,exp2,payoff,full
"r_participant__hu[134,condpresent]",1.0000960995055488,exp2,payoff,full
"r_participant__hu[135,condpresent]",1.000072260116657,exp2,payoff,full
"r_participant__hu[136,condpresent]",1.0000973707185616,exp2,payoff,full
"r_participant__hu[137,condpresent]",1.000201635983888,exp2,payoff,full
"r_participant__hu[138,condpresent]",1.000069628833695,exp2,payoff,full
"r_participant__hu[139,condpresent]",1.0002756777547477,exp2,payoff,full
"r_participant__hu[140,condpresent]",1.0000174212287338,exp2,payoff,full
"r_participant__hu[141,condpresent]",1.0001623260618127,exp2,payoff,full
"r_participant__hu[142,condpresent]",1.0001532831382522,exp2,payoff,full
"r_participant__hu[143,condpresent]",1.0000946747480552,exp2,payoff,full
"r_participant__hu[145,condpresent]",1.0000147993350466,exp2,payoff,full
"r_participant__hu[146,condpresent]",1.0001351884999616,exp2,payoff,full
"r_participant__hu[147,condpresent]",1.000145197814761,exp2,payoff,full
"r_participant__hu[148,condpresent]",0.9999873682359635,exp2,payoff,full
"r_participant__hu[149,condpresent]",1.0001822468968684,exp2,payoff,full
"r_participant__hu[150,condpresent]",1.0002346719381705,exp2,payoff,full
"r_participant__hu[151,condpresent]",1.000216947863865,exp2,payoff,full
"r_participant__hu[152,condpresent]",1.0001303179532262,exp2,payoff,full
"r_participant__hu[153,condpresent]",1.0000954557167567,exp2,payoff,full
"r_participant__hu[154,condpresent]",1.000042035358553,exp2,payoff,full
"r_participant__hu[155,condpresent]",1.000109796381199,exp2,payoff,full
"r_participant__hu[157,condpresent]",1.0001018643345179,exp2,payoff,full
"r_participant__hu[158,condpresent]",1.0000138688056497,exp2,payoff,full
"r_participant__hu[159,condpresent]",1.0000827042061537,exp2,payoff,full
"r_participant__hu[160,condpresent]",1.0001139976208626,exp2,payoff,full
"r_participant__hu[161,condpresent]",1.0000826393165043,exp2,payoff,full
"r_participant__hu[162,condpresent]",0.9999889856408414,exp2,payoff,full
"r_participant__hu[163,condpresent]",1.0000775039545693,exp2,payoff,full
"r_participant__hu[164,condpresent]",1.0001793695695096,exp2,payoff,full
"r_participant__hu[165,condpresent]",1.0000632615977103,exp2,payoff,full
"r_participant__hu[166,condpresent]",1.0001335884545155,exp2,payoff,full
"r_participant__hu[167,condpresent]",1.000161127990016,exp2,payoff,full
"r_participant__hu[168,condpresent]",1.000088844980236,exp2,payoff,full
lprior,1.000345144435155,exp2,payoff,full
lp__,1.0003368567852233,exp2,payoff,full
"z_1[1,1]",1.0005673601922822,exp2,payoff,full
"z_1[2,1]",1.000072838656561,exp2,payoff,full
"z_1[1,2]",1.0005397985558913,exp2,payoff,full
"z_1[2,2]",1.0001175808354146,exp2,payoff,full
"z_1[1,3]",1.000212755959922,exp2,payoff,full
"z_1[2,3]",1.0002276075079013,exp2,payoff,full
"z_1[1,4]",1.000413093466567,exp2,payoff,full
"z_1[2,4]",0.9999409126749719,exp2,payoff,full
"z_1[1,5]",1.0005215001413168,exp2,payoff,full
"z_1[2,5]",0.9999994174541512,exp2,payoff,full
"z_1[1,6]",1.0002691686364522,exp2,payoff,full
"z_1[2,6]",1.0001554920043163,exp2,payoff,full
"z_1[1,7]",1.0004912553360212,exp2,payoff,full
"z_1[2,7]",1.0001232602775834,exp2,payoff,full
"z_1[1,8]",1.000229756211878,exp2,payoff,full
"z_1[2,8]",1.0001005358038781,exp2,payoff,full
"z_1[1,9]",1.0003722087904547,exp2,payoff,full
"z_1[2,9]",0.999974788619712,exp2,payoff,full
"z_1[1,10]",1.0005372091597728,exp2,payoff,full
"z_1[2,10]",1.0000469155664287,exp2,payoff,full
"z_1[1,11]",1.0002375944774515,exp2,payoff,full
"z_1[2,11]",1.0001240098240585,exp2,payoff,full
"z_1[1,12]",1.0002993804084237,exp2,payoff,full
"z_1[2,12]",0.9999833585252106,exp2,payoff,full
"z_1[1,13]",1.0003727854580171,exp2,payoff,full
"z_1[2,13]",1.000159093937601,exp2,payoff,full
"z_1[1,14]",1.000313429825737,exp2,payoff,full
"z_1[2,14]",1.0001222726962065,exp2,payoff,full
"z_1[1,15]",1.0004809811054627,exp2,payoff,full
"z_1[2,15]",1.0000125606277062,exp2,payoff,full
"z_1[1,16]",1.0005078983975102,exp2,payoff,full
"z_1[2,16]",1.0000475686847083,exp2,payoff,full
"z_1[1,17]",1.00029150579239,exp2,payoff,full
"z_1[2,17]",1.0000761077535336,exp2,payoff,full
"z_1[1,18]",1.0006407707478324,exp2,payoff,full
"z_1[2,18]",1.0000006486462916,exp2,payoff,full
"z_1[1,19]",1.000763375828909,exp2,payoff,full
"z_1[2,19]",1.0002101048422682,exp2,payoff,full
"z_1[1,20]",1.0002737089535585,exp2,payoff,full
"z_1[2,20]",1.0001225173383206,exp2,payoff,full
"z_1[1,21]",1.0005067828181924,exp2,payoff,full
"z_1[2,21]",1.0000569703898532,exp2,payoff,full
"z_1[1,22]",1.000693524394889,exp2,payoff,full
"z_1[2,22]",1.0002302738667814,exp2,payoff,full
"z_1[1,23]",1.000284382105348,exp2,payoff,full
"z_1[2,23]",1.0002353499444911,exp2,payoff,full
"z_1[1,24]",1.0005688746396422,exp2,payoff,full
"z_1[2,24]",1.000109677006475,exp2,payoff,full
"z_1[1,25]",1.0004558381324689,exp2,payoff,full
"z_1[2,25]",1.0001301967266405,exp2,payoff,full
"z_1[1,26]",1.0003640888299905,exp2,payoff,full
"z_1[2,26]",1.0000083451119608,exp2,payoff,full
"z_1[1,27]",1.0002685389254449,exp2,payoff,full
"z_1[2,27]",1.0000818923268373,exp2,payoff,full
"z_1[1,28]",1.0003233654175827,exp2,payoff,full
"z_1[2,28]",1.0001291854907934,exp2,payoff,full
"z_1[1,29]",1.0002798518847937,exp2,payoff,full
"z_1[2,29]",0.9999943451451717,exp2,payoff,full
"z_1[1,30]",1.0001149521105734,exp2,payoff,full
"z_1[2,30]",1.0000517008885543,exp2,payoff,full
"z_1[1,31]",1.0003596704489763,exp2,payoff,full
"z_1[2,31]",1.0001261425851558,exp2,payoff,full
"z_1[1,32]",1.0002898274965084,exp2,payoff,full
"z_1[2,32]",1.0000238224633644,exp2,payoff,full
"z_1[1,33]",1.0003960359979858,exp2,payoff,full
"z_1[2,33]",1.0000855553385397,exp2,payoff,full
"z_1[1,34]",1.0004400730177372,exp2,payoff,full
"z_1[2,34]",1.0001713507695122,exp2,payoff,full
"z_1[1,35]",1.0003835792602027,exp2,payoff,full
"z_1[2,35]",1.0000355426637049,exp2,payoff,full
"z_1[1,36]",1.0002186519306917,exp2,payoff,full
"z_1[2,36]",1.000060161309755,exp2,payoff,full
"z_1[1,37]",1.0003191533441937,exp2,payoff,full
"z_1[2,37]",1.0001694159056875,exp2,payoff,full
"z_1[1,38]",1.0002686696928365,exp2,payoff,full
"z_1[2,38]",1.0003036800943266,exp2,payoff,full
"z_1[1,39]",1.000326559373435,exp2,payoff,full
"z_1[2,39]",1.0000567444968662,exp2,payoff,full
"z_1[1,40]",1.000223628461468,exp2,payoff,full
"z_1[2,40]",1.0001808810250512,exp2,payoff,full
"z_1[1,41]",1.0002639942890792,exp2,payoff,full
"z_1[2,41]",1.0000649704112463,exp2,payoff,full
"z_1[1,42]",1.000365806399288,exp2,payoff,full
"z_1[2,42]",0.9999359561518554,exp2,payoff,full
"z_1[1,43]",1.000367917395632,exp2,payoff,full
"z_1[2,43]",1.0000689000277785,exp2,payoff,full
"z_1[1,44]",1.0002803468855153,exp2,payoff,full
"z_1[2,44]",1.000028879743187,exp2,payoff,full
"z_1[1,45]",1.0003633038619715,exp2,payoff,full
"z_1[2,45]",1.0001371785004856,exp2,payoff,full
"z_1[1,46]",1.0001854777905725,exp2,payoff,full
"z_1[2,46]",1.0002069061381154,exp2,payoff,full
"z_1[1,47]",1.0005620071734131,exp2,payoff,full
"z_1[2,47]",0.9999977633837738,exp2,payoff,full
"z_1[1,48]",1.0004465127386228,exp2,payoff,full
"z_1[2,48]",1.00021170516821,exp2,payoff,full
"z_1[1,49]",1.000474391811402,exp2,payoff,full
"z_1[2,49]",1.0002058115903623,exp2,payoff,full
"z_1[1,50]",1.000648584189974,exp2,payoff,full
"z_1[2,50]",1.0000049955033294,exp2,payoff,full
"L_1[1,1]",NA,exp2,payoff,full
"L_1[2,1]",1.0001518175285964,exp2,payoff,full
"L_1[1,2]",NA,exp2,payoff,full
"L_1[2,2]",1.000153053246598,exp2,payoff,full
"z_2[1,1]",1.0002157842839876,exp2,payoff,full
"z_2[2,1]",1.0003071564621464,exp2,payoff,full
"z_2[1,2]",1.0002368792948095,exp2,payoff,full
"z_2[2,2]",1.0000921389709572,exp2,payoff,full
"z_2[1,3]",1.0003563658233774,exp2,payoff,full
"z_2[2,3]",1.0000900929069605,exp2,payoff,full
"z_2[1,4]",1.0001458683143862,exp2,payoff,full
"z_2[2,4]",1.000145912874695,exp2,payoff,full
"z_2[1,5]",1.0003136916721849,exp2,payoff,full
"z_2[2,5]",0.9999873769274699,exp2,payoff,full
"z_2[1,6]",1.0001800793961793,exp2,payoff,full
"z_2[2,6]",1.0000488760695774,exp2,payoff,full
"z_2[1,7]",1.0003476968273746,exp2,payoff,full
"z_2[2,7]",1.0000758502896192,exp2,payoff,full
"z_2[1,8]",1.000295134373854,exp2,payoff,full
"z_2[2,8]",1.0000515872337845,exp2,payoff,full
"z_2[1,9]",1.0003423948252876,exp2,payoff,full
"z_2[2,9]",1.0000546848770575,exp2,payoff,full
"z_2[1,10]",1.0003905621226006,exp2,payoff,full
"z_2[2,10]",1.0001538440631186,exp2,payoff,full
"z_2[1,11]",1.0003142722782918,exp2,payoff,full
"z_2[2,11]",1.0000187087859873,exp2,payoff,full
"z_2[1,12]",1.0002425566689108,exp2,payoff,full
"z_2[2,12]",1.0000735272382235,exp2,payoff,full
"z_2[1,13]",1.0002878154913575,exp2,payoff,full
"z_2[2,13]",1.0000785607666758,exp2,payoff,full
"z_2[1,14]",1.0001874891754363,exp2,payoff,full
"z_2[2,14]",1.000028122769908,exp2,payoff,full
"z_2[1,15]",1.0001505137689768,exp2,payoff,full
"z_2[2,15]",1.000154188966366,exp2,payoff,full
"z_2[1,16]",1.0002369519855283,exp2,payoff,full
"z_2[2,16]",1.0000549916213242,exp2,payoff,full
"z_2[1,17]",1.0001891305006279,exp2,payoff,full
"z_2[2,17]",1.000129166064438,exp2,payoff,full
"z_2[1,18]",1.000277230082811,exp2,payoff,full
"z_2[2,18]",1.0001356340763694,exp2,payoff,full
"z_2[1,19]",1.0001711958865145,exp2,payoff,full
"z_2[2,19]",1.0000631791515404,exp2,payoff,full
"z_2[1,20]",1.0003397050705298,exp2,payoff,full
"z_2[2,20]",1.0000325576710911,exp2,payoff,full
"z_2[1,21]",1.0005138628155255,exp2,payoff,full
"z_2[2,21]",1.0001249102001113,exp2,payoff,full
"z_2[1,22]",1.0002966769112023,exp2,payoff,full
"z_2[2,22]",1.0000965324276474,exp2,payoff,full
"z_2[1,23]",1.0003030074951802,exp2,payoff,full
"z_2[2,23]",1.0001316050141893,exp2,payoff,full
"z_2[1,24]",1.0002897695698016,exp2,payoff,full
"z_2[2,24]",0.9999824775343562,exp2,payoff,full
"z_2[1,25]",1.0002479750364917,exp2,payoff,full
"z_2[2,25]",1.0000362825707882,exp2,payoff,full
"z_2[1,26]",1.0001953231138896,exp2,payoff,full
"z_2[2,26]",1.0001434106363,exp2,payoff,full
"z_2[1,27]",1.0003294898435209,exp2,payoff,full
"z_2[2,27]",1.000068758820956,exp2,payoff,full
"z_2[1,28]",1.0001643654224692,exp2,payoff,full
"z_2[2,28]",1.0000061527061022,exp2,payoff,full
"z_2[1,29]",1.0003548234950688,exp2,payoff,full
"z_2[2,29]",1.0000365719925823,exp2,payoff,full
"z_2[1,30]",1.0002620421326112,exp2,payoff,full
"z_2[2,30]",1.0001415484714564,exp2,payoff,full
"z_2[1,31]",1.0003089498056468,exp2,payoff,full
"z_2[2,31]",1.0001451319496681,exp2,payoff,full
"z_2[1,32]",1.000246446089518,exp2,payoff,full
"z_2[2,32]",1.0001436095738547,exp2,payoff,full
"z_2[1,33]",1.0001688311838075,exp2,payoff,full
"z_2[2,33]",1.0001564227734403,exp2,payoff,full
"z_2[1,34]",1.0001144072705563,exp2,payoff,full
"z_2[2,34]",1.0001586106805262,exp2,payoff,full
"z_2[1,35]",1.0004244287512698,exp2,payoff,full
"z_2[2,35]",1.0000566381346765,exp2,payoff,full
"z_2[1,36]",1.000168950814579,exp2,payoff,full
"z_2[2,36]",1.0000658716704312,exp2,payoff,full
"z_2[1,37]",1.0003078852157374,exp2,payoff,full
"z_2[2,37]",1.0000378654570559,exp2,payoff,full
"z_2[1,38]",1.0002141574726722,exp2,payoff,full
"z_2[2,38]",1.0001366037538517,exp2,payoff,full
"z_2[1,39]",1.0004551231367385,exp2,payoff,full
"z_2[2,39]",0.9999898358059965,exp2,payoff,full
"z_2[1,40]",1.00047485714582,exp2,payoff,full
"z_2[2,40]",1.0000088859834804,exp2,payoff,full
"z_2[1,41]",1.0002842978111444,exp2,payoff,full
"z_2[2,41]",1.0000139287701133,exp2,payoff,full
"z_2[1,42]",1.000255084367823,exp2,payoff,full
"z_2[2,42]",1.0001220217770683,exp2,payoff,full
"z_2[1,43]",1.0004120780354968,exp2,payoff,full
"z_2[2,43]",1.000072273140198,exp2,payoff,full
"z_2[1,44]",1.0001358636856843,exp2,payoff,full
"z_2[2,44]",1.000019156569414,exp2,payoff,full
"z_2[1,45]",1.0003427815009613,exp2,payoff,full
"z_2[2,45]",1.0000660734418476,exp2,payoff,full
"z_2[1,46]",1.0001925218294654,exp2,payoff,full
"z_2[2,46]",1.0000728983741585,exp2,payoff,full
"z_2[1,47]",1.0003329790195925,exp2,payoff,full
"z_2[2,47]",1.0000557464169484,exp2,payoff,full
"z_2[1,48]",1.000234779947922,exp2,payoff,full
"z_2[2,48]",1.000110297906483,exp2,payoff,full
"z_2[1,49]",1.00018362656822,exp2,payoff,full
"z_2[2,49]",1.0000854032967803,exp2,payoff,full
"z_2[1,50]",1.0002569373977113,exp2,payoff,full
"z_2[2,50]",1.000006057813582,exp2,payoff,full
"L_2[1,1]",NA,exp2,payoff,full
"L_2[2,1]",1.000069166481322,exp2,payoff,full
"L_2[1,2]",NA,exp2,payoff,full
"L_2[2,2]",1.0000637053800692,exp2,payoff,full
