parameter,rhat,experiment,condition,model_name
"r_participant[087,Intercept]",1.0007459625554773,exp2,cue,hurdle
"r_participant[088,Intercept]",1.0008503956439045,exp2,cue,hurdle
"r_participant[089,Intercept]",1.0007790979682103,exp2,cue,hurdle
"r_participant[090,Intercept]",1.0006820656283915,exp2,cue,hurdle
"r_participant[091,Intercept]",1.0008836552557432,exp2,cue,hurdle
"r_participant[092,Intercept]",1.0007794402007628,exp2,cue,hurdle
"r_participant[093,Intercept]",1.0006713225929742,exp2,cue,hurdle
"r_participant[095,Intercept]",1.0010556298444995,exp2,cue,hurdle
"r_participant[096,Intercept]",1.0007674627105636,exp2,cue,hurdle
"r_participant[097,Intercept]",1.000731142691034,exp2,cue,hurdle
"r_participant[098,Intercept]",1.0009117168897907,exp2,cue,hurdle
"r_participant[099,Intercept]",1.0005698644807992,exp2,cue,hurdle
"r_participant[100,Intercept]",1.0009914976699885,exp2,cue,hurdle
"r_participant[101,Intercept]",1.000861332862731,exp2,cue,hurdle
"r_participant[102,Intercept]",1.001040821100596,exp2,cue,hurdle
"r_participant[103,Intercept]",1.000925504545072,exp2,cue,hurdle
"r_participant[104,Intercept]",1.0007754883908275,exp2,cue,hurdle
"r_participant[105,Intercept]",1.0007067162362695,exp2,cue,hurdle
"r_participant[106,Intercept]",1.0006689369659898,exp2,cue,hurdle
"r_participant[107,Intercept]",1.00085580828526,exp2,cue,hurdle
"r_participant[108,Intercept]",1.0007367431401806,exp2,cue,hurdle
"r_participant[109,Intercept]",1.000762718886467,exp2,cue,hurdle
"r_participant[110,Intercept]",1.0007366247676313,exp2,cue,hurdle
"r_participant[111,Intercept]",1.0008557770216497,exp2,cue,hurdle
"r_participant[112,Intercept]",1.0009612243777344,exp2,cue,hurdle
"r_participant[113,Intercept]",1.0006231154198277,exp2,cue,hurdle
"r_participant[114,Intercept]",1.000514550579734,exp2,cue,hurdle
"r_participant[115,Intercept]",1.0011676988750915,exp2,cue,hurdle
"r_participant__hu[065,Intercept]",1.0002480878400999,exp2,cue,hurdle
"r_participant__hu[066,Intercept]",1.0003640753443397,exp2,cue,hurdle
"r_participant__hu[067,Intercept]",1.0003964713651894,exp2,cue,hurdle
"r_participant__hu[068,Intercept]",1.000202379505694,exp2,cue,hurdle
"r_participant__hu[069,Intercept]",1.000330632923518,exp2,cue,hurdle
"r_participant__hu[070,Intercept]",1.0001056016711487,exp2,cue,hurdle
"r_participant__hu[071,Intercept]",1.0003681160237603,exp2,cue,hurdle
"r_participant__hu[072,Intercept]",1.0001978901018425,exp2,cue,hurdle
"r_participant__hu[073,Intercept]",1.0002469961755731,exp2,cue,hurdle
"r_participant__hu[074,Intercept]",1.0005211215985645,exp2,cue,hurdle
"r_participant__hu[075,Intercept]",1.0002854277648814,exp2,cue,hurdle
"r_participant__hu[076,Intercept]",1.0001956337626268,exp2,cue,hurdle
"r_participant__hu[077,Intercept]",1.0002084420340351,exp2,cue,hurdle
"r_participant__hu[078,Intercept]",1.000140715106662,exp2,cue,hurdle
"r_participant__hu[079,Intercept]",1.0004186986970434,exp2,cue,hurdle
"r_participant__hu[080,Intercept]",1.0002013914769468,exp2,cue,hurdle
"r_participant__hu[081,Intercept]",1.0003610123389737,exp2,cue,hurdle
"r_participant__hu[082,Intercept]",1.000210422936842,exp2,cue,hurdle
"r_participant__hu[083,Intercept]",1.0002249049234568,exp2,cue,hurdle
"r_participant__hu[084,Intercept]",1.0002751607670999,exp2,cue,hurdle
"r_participant__hu[085,Intercept]",1.0002512254407099,exp2,cue,hurdle
"r_participant__hu[086,Intercept]",1.000283925677442,exp2,cue,hurdle
"r_participant__hu[087,Intercept]",1.000427392288962,exp2,cue,hurdle
"r_participant__hu[088,Intercept]",1.0001580549597462,exp2,cue,hurdle
"r_participant__hu[089,Intercept]",1.0002115095105641,exp2,cue,hurdle
"r_participant__hu[090,Intercept]",1.0003128433213837,exp2,cue,hurdle
"r_participant__hu[091,Intercept]",1.0003496305651438,exp2,cue,hurdle
"r_participant__hu[092,Intercept]",1.0004062312843423,exp2,cue,hurdle
"r_participant__hu[093,Intercept]",1.000228102575177,exp2,cue,hurdle
"r_participant__hu[095,Intercept]",1.0003179633766286,exp2,cue,hurdle
"r_participant__hu[096,Intercept]",1.0002088116262067,exp2,cue,hurdle
"r_participant__hu[097,Intercept]",1.0006375138952617,exp2,cue,hurdle
"r_participant__hu[098,Intercept]",1.0002824471457068,exp2,cue,hurdle
"r_participant__hu[099,Intercept]",1.000330943023247,exp2,cue,hurdle
"r_participant__hu[100,Intercept]",1.0003314030597523,exp2,cue,hurdle
"r_participant__hu[101,Intercept]",1.0002798627164886,exp2,cue,hurdle
"r_participant__hu[102,Intercept]",1.0003639501513335,exp2,cue,hurdle
"r_participant__hu[103,Intercept]",1.0002752010793186,exp2,cue,hurdle
"r_participant__hu[104,Intercept]",1.000244548148901,exp2,cue,hurdle
"r_participant__hu[105,Intercept]",1.0004717803265433,exp2,cue,hurdle
"r_participant__hu[106,Intercept]",1.0000980260801566,exp2,cue,hurdle
"r_participant__hu[107,Intercept]",1.0001890199917003,exp2,cue,hurdle
"r_participant__hu[108,Intercept]",1.0000724835536443,exp2,cue,hurdle
"r_participant__hu[109,Intercept]",1.0003237628703427,exp2,cue,hurdle
"r_participant__hu[110,Intercept]",1.0002350088147556,exp2,cue,hurdle
"r_participant__hu[111,Intercept]",1.000325992529736,exp2,cue,hurdle
"r_participant__hu[112,Intercept]",1.0000773971811392,exp2,cue,hurdle
"r_participant__hu[113,Intercept]",1.000190843282718,exp2,cue,hurdle
"r_participant__hu[114,Intercept]",1.000213227366271,exp2,cue,hurdle
"r_participant__hu[115,Intercept]",1.0002677622754785,exp2,cue,hurdle
"r_participant__hu[065,condpresent]",1.000040483317413,exp2,cue,hurdle
"r_participant__hu[066,condpresent]",1.0000825087437732,exp2,cue,hurdle
"r_participant__hu[067,condpresent]",1.000161493895338,exp2,cue,hurdle
"r_participant__hu[068,condpresent]",0.9999691067570741,exp2,cue,hurdle
"r_participant__hu[069,condpresent]",1.0000646345038608,exp2,cue,hurdle
"r_participant__hu[070,condpresent]",1.0000648960649094,exp2,cue,hurdle
"r_participant__hu[071,condpresent]",1.0000445293250517,exp2,cue,hurdle
"r_participant__hu[072,condpresent]",1.0002605033873804,exp2,cue,hurdle
"r_participant__hu[073,condpresent]",1.0002078822307687,exp2,cue,hurdle
"r_participant__hu[074,condpresent]",1.000197743893913,exp2,cue,hurdle
"r_participant__hu[075,condpresent]",1.0001253697598427,exp2,cue,hurdle
"r_participant__hu[076,condpresent]",1.0000594470577095,exp2,cue,hurdle
"r_participant__hu[077,condpresent]",1.0001696380119303,exp2,cue,hurdle
"r_participant__hu[078,condpresent]",1.000046420956876,exp2,cue,hurdle
"r_participant__hu[079,condpresent]",1.0001037111203661,exp2,cue,hurdle
"r_participant__hu[080,condpresent]",1.0002038380065608,exp2,cue,hurdle
"r_participant__hu[081,condpresent]",1.000016652312683,exp2,cue,hurdle
"r_participant__hu[082,condpresent]",1.000058002008843,exp2,cue,hurdle
"r_participant__hu[083,condpresent]",1.0000243625531582,exp2,cue,hurdle
"r_participant__hu[084,condpresent]",1.0000881731090685,exp2,cue,hurdle
"r_participant__hu[085,condpresent]",0.9999972835597909,exp2,cue,hurdle
"r_participant__hu[086,condpresent]",1.0001499489222578,exp2,cue,hurdle
"r_participant__hu[087,condpresent]",1.000029596853297,exp2,cue,hurdle
"r_participant__hu[088,condpresent]",1.000236703063635,exp2,cue,hurdle
"r_participant__hu[089,condpresent]",0.9999896782277367,exp2,cue,hurdle
"r_participant__hu[090,condpresent]",1.0002084716552764,exp2,cue,hurdle
"r_participant__hu[091,condpresent]",1.0001077820114617,exp2,cue,hurdle
"r_participant__hu[092,condpresent]",1.0000234336453402,exp2,cue,hurdle
"r_participant__hu[093,condpresent]",1.0000729806731177,exp2,cue,hurdle
"r_participant__hu[095,condpresent]",1.0000800273892614,exp2,cue,hurdle
"r_participant__hu[096,condpresent]",1.0000445701562757,exp2,cue,hurdle
"r_participant__hu[097,condpresent]",1.0001949699329125,exp2,cue,hurdle
"r_participant__hu[098,condpresent]",1.0001909821751473,exp2,cue,hurdle
"r_participant__hu[099,condpresent]",1.0000514780625411,exp2,cue,hurdle
"r_participant__hu[100,condpresent]",1.0000657287746375,exp2,cue,hurdle
"r_participant__hu[101,condpresent]",1.0000915537587693,exp2,cue,hurdle
"r_participant__hu[102,condpresent]",1.0000212551338863,exp2,cue,hurdle
"r_participant__hu[103,condpresent]",1.0000930483089021,exp2,cue,hurdle
"r_participant__hu[104,condpresent]",1.0001359328275508,exp2,cue,hurdle
"r_participant__hu[105,condpresent]",1.0000377527954676,exp2,cue,hurdle
"r_participant__hu[106,condpresent]",1.000080002078933,exp2,cue,hurdle
"r_participant__hu[107,condpresent]",1.0002507212755463,exp2,cue,hurdle
"r_participant__hu[108,condpresent]",1.0001272431610382,exp2,cue,hurdle
"r_participant__hu[109,condpresent]",0.9999967002541073,exp2,cue,hurdle
"r_participant__hu[110,condpresent]",1.000128915013193,exp2,cue,hurdle
"r_participant__hu[111,condpresent]",1.000042916778416,exp2,cue,hurdle
"r_participant__hu[112,condpresent]",1.0001132597861202,exp2,cue,hurdle
"r_participant__hu[113,condpresent]",1.0001758318130287,exp2,cue,hurdle
"r_participant__hu[114,condpresent]",1.0000976964810104,exp2,cue,hurdle
"r_participant__hu[115,condpresent]",1.0000594892451522,exp2,cue,hurdle
lprior,1.0015472182194871,exp2,cue,hurdle
lp__,1.0006563682041796,exp2,cue,hurdle
"z_1[1,1]",1.0009471611392935,exp2,cue,hurdle
"z_1[1,2]",1.000684537041612,exp2,cue,hurdle
"z_1[1,3]",1.0012632646407564,exp2,cue,hurdle
"z_1[1,4]",1.000989160956401,exp2,cue,hurdle
"z_1[1,5]",1.0009512888787027,exp2,cue,hurdle
"z_1[1,6]",1.0008972975438055,exp2,cue,hurdle
"z_1[1,7]",1.0018223098173409,exp2,cue,hurdle
"z_1[1,8]",1.000766870992678,exp2,cue,hurdle
"z_1[1,9]",1.0008131391867316,exp2,cue,hurdle
"z_1[1,10]",1.0009046136404962,exp2,cue,hurdle
"z_1[1,11]",1.0012799630753555,exp2,cue,hurdle
"z_1[1,12]",1.0006643672057665,exp2,cue,hurdle
"z_1[1,13]",1.000676898202564,exp2,cue,hurdle
"z_1[1,14]",1.000628615455649,exp2,cue,hurdle
"z_1[1,15]",1.0013293113103037,exp2,cue,hurdle
"z_1[1,16]",1.0011311625506307,exp2,cue,hurdle
"z_1[1,17]",1.000936960294144,exp2,cue,hurdle
"z_1[1,18]",1.0006131731958627,exp2,cue,hurdle
"z_1[1,19]",1.0016237957239933,exp2,cue,hurdle
"z_1[1,20]",1.0012431357218317,exp2,cue,hurdle
"z_1[1,21]",1.00072463238708,exp2,cue,hurdle
"z_1[1,22]",1.001232269671001,exp2,cue,hurdle
"z_1[1,23]",1.000880830772146,exp2,cue,hurdle
"z_1[1,24]",1.0009674316617114,exp2,cue,hurdle
"z_1[1,25]",1.0014168598127313,exp2,cue,hurdle
"z_1[1,26]",1.00066701676527,exp2,cue,hurdle
"z_1[1,27]",1.0013937426302073,exp2,cue,hurdle
"z_1[1,28]",1.0007841211265092,exp2,cue,hurdle
"z_1[1,29]",1.000643665463487,exp2,cue,hurdle
"z_1[1,30]",1.001719918737585,exp2,cue,hurdle
"z_1[1,31]",1.0007723387381127,exp2,cue,hurdle
"z_1[1,32]",1.0011620864127264,exp2,cue,hurdle
"z_1[1,33]",1.000950640720635,exp2,cue,hurdle
"z_1[1,34]",1.0011621394540131,exp2,cue,hurdle
"z_1[1,35]",1.0010284995315395,exp2,cue,hurdle
"z_1[1,36]",1.0008214256356618,exp2,cue,hurdle
"z_1[1,37]",1.0010496636198016,exp2,cue,hurdle
"z_1[1,38]",1.0014796513879185,exp2,cue,hurdle
"z_1[1,39]",1.0007473365334567,exp2,cue,hurdle
"z_1[1,40]",1.0010742733836937,exp2,cue,hurdle
"z_1[1,41]",1.000652573715433,exp2,cue,hurdle
"z_1[1,42]",1.0008843461170849,exp2,cue,hurdle
"z_1[1,43]",1.0009231732001886,exp2,cue,hurdle
"z_1[1,44]",1.0011080511461279,exp2,cue,hurdle
"z_1[1,45]",1.0006839093380697,exp2,cue,hurdle
"z_1[1,46]",1.0010158360373846,exp2,cue,hurdle
"z_1[1,47]",1.0008697912022264,exp2,cue,hurdle
"z_1[1,48]",1.0012527234684148,exp2,cue,hurdle
"z_1[1,49]",1.000576450077157,exp2,cue,hurdle
"z_1[1,50]",1.00113928997225,exp2,cue,hurdle
"z_2[1,1]",1.0002144133995494,exp2,cue,hurdle
"z_2[2,1]",1.0001135052247019,exp2,cue,hurdle
"z_2[1,2]",1.0004539228574967,exp2,cue,hurdle
"z_2[2,2]",1.00010239928109,exp2,cue,hurdle
"z_2[1,3]",1.0003321930014097,exp2,cue,hurdle
"z_2[2,3]",1.0001592548635134,exp2,cue,hurdle
"z_2[1,4]",1.0004040584493321,exp2,cue,hurdle
"z_2[2,4]",1.0000038469591517,exp2,cue,hurdle
"z_2[1,5]",1.0003133585400785,exp2,cue,hurdle
"z_2[2,5]",1.000195255083137,exp2,cue,hurdle
"z_2[1,6]",1.0001731798614817,exp2,cue,hurdle
"z_2[2,6]",1.000073217493644,exp2,cue,hurdle
"z_2[1,7]",1.000262185223313,exp2,cue,hurdle
"z_2[2,7]",1.000217947284288,exp2,cue,hurdle
"z_2[1,8]",1.000138031357123,exp2,cue,hurdle
"z_2[2,8]",1.0001460103904223,exp2,cue,hurdle
"z_2[1,9]",1.000244817163293,exp2,cue,hurdle
"z_2[2,9]",1.0002913179347102,exp2,cue,hurdle
"z_2[1,10]",1.0004925529301594,exp2,cue,hurdle
"z_2[2,10]",1.0002583411528763,exp2,cue,hurdle
"z_2[1,11]",1.0004869525643363,exp2,cue,hurdle
"z_2[2,11]",1.0000832066192937,exp2,cue,hurdle
"z_2[1,12]",1.0002472262667252,exp2,cue,hurdle
"z_2[2,12]",1.0000817350622313,exp2,cue,hurdle
"z_2[1,13]",1.00016903618302,exp2,cue,hurdle
"z_2[2,13]",1.0002270359576022,exp2,cue,hurdle
"z_2[1,14]",1.0003473890561425,exp2,cue,hurdle
"z_2[2,14]",1.0000971856785894,exp2,cue,hurdle
"z_2[1,15]",1.0004368234479581,exp2,cue,hurdle
"z_2[2,15]",1.000084387706932,exp2,cue,hurdle
"z_2[1,16]",1.0002048882953578,exp2,cue,hurdle
"z_2[2,16]",1.000140397696766,exp2,cue,hurdle
"z_2[1,17]",1.0002681039232486,exp2,cue,hurdle
"z_2[2,17]",1.0001352232004712,exp2,cue,hurdle
"z_2[1,18]",1.0003345096177483,exp2,cue,hurdle
"z_2[2,18]",1.0000716867049946,exp2,cue,hurdle
"z_2[1,19]",1.0002035226664505,exp2,cue,hurdle
"z_2[2,19]",1.0001333058631703,exp2,cue,hurdle
"z_2[1,20]",1.0002794318450046,exp2,cue,hurdle
"z_2[2,20]",1.0002088753147895,exp2,cue,hurdle
"z_2[1,21]",1.0002508779159371,exp2,cue,hurdle
"z_2[2,21]",1.0000576068518112,exp2,cue,hurdle
"z_2[1,22]",1.000272128117791,exp2,cue,hurdle
"z_2[2,22]",1.0000291130622598,exp2,cue,hurdle
"z_2[1,23]",1.000593600211448,exp2,cue,hurdle
"z_2[2,23]",1.0000939409571052,exp2,cue,hurdle
"z_2[1,24]",1.000176764573018,exp2,cue,hurdle
"z_2[2,24]",1.000195966490773,exp2,cue,hurdle
"z_2[1,25]",1.000354314369424,exp2,cue,hurdle
"z_2[2,25]",0.9999986601817222,exp2,cue,hurdle
"z_2[1,26]",1.0003236708078647,exp2,cue,hurdle
"z_2[2,26]",1.0001444556535384,exp2,cue,hurdle
"z_2[1,27]",1.0003138898752566,exp2,cue,hurdle
"z_2[2,27]",1.000169025290889,exp2,cue,hurdle
"z_2[1,28]",1.0006420289305356,exp2,cue,hurdle
"z_2[2,28]",1.0000098530972006,exp2,cue,hurdle
"z_2[1,29]",1.000405394421973,exp2,cue,hurdle
"z_2[2,29]",1.0001558495919445,exp2,cue,hurdle
"z_2[1,30]",1.0002380400359772,exp2,cue,hurdle
"z_2[2,30]",1.0000972147925842,exp2,cue,hurdle
"z_2[1,31]",1.0002890959100421,exp2,cue,hurdle
"z_2[2,31]",1.0000301476024354,exp2,cue,hurdle
"z_2[1,32]",1.0006014120580287,exp2,cue,hurdle
"z_2[2,32]",1.0001883029715426,exp2,cue,hurdle
"z_2[1,33]",1.0002188970903048,exp2,cue,hurdle
"z_2[2,33]",1.0001808461795862,exp2,cue,hurdle
"z_2[1,34]",1.0003887463950252,exp2,cue,hurdle
"z_2[2,34]",1.000122150973359,exp2,cue,hurdle
"z_2[1,35]",1.000251251726127,exp2,cue,hurdle
"z_2[2,35]",1.0000695866476172,exp2,cue,hurdle
"z_2[1,36]",1.0002202825611353,exp2,cue,hurdle
"z_2[2,36]",1.0002099217296214,exp2,cue,hurdle
"z_2[1,37]",1.0003192192698769,exp2,cue,hurdle
"z_2[2,37]",1.0001700547807029,exp2,cue,hurdle
"z_2[1,38]",1.0002499143164687,exp2,cue,hurdle
"z_2[2,38]",1.0000850942807773,exp2,cue,hurdle
"z_2[1,39]",1.0001944153403368,exp2,cue,hurdle
"z_2[2,39]",1.0001923060918825,exp2,cue,hurdle
"z_2[1,40]",1.0004540130720951,exp2,cue,hurdle
"z_2[2,40]",1.00003967134193,exp2,cue,hurdle
"z_2[1,41]",1.0000929143309678,exp2,cue,hurdle
"z_2[2,41]",1.0001296276570417,exp2,cue,hurdle
"z_2[1,42]",1.0001776822952875,exp2,cue,hurdle
"z_2[2,42]",1.0003723823373207,exp2,cue,hurdle
"z_2[1,43]",1.0002015129697093,exp2,cue,hurdle
"z_2[2,43]",0.9999871709728682,exp2,cue,hurdle
"z_2[1,44]",1.00041008428141,exp2,cue,hurdle
"z_2[2,44]",1.0000358608355422,exp2,cue,hurdle
"z_2[1,45]",1.0003108757478179,exp2,cue,hurdle
"z_2[2,45]",1.0000228108148217,exp2,cue,hurdle
"z_2[1,46]",1.0002425645897133,exp2,cue,hurdle
"z_2[2,46]",1.000102858029621,exp2,cue,hurdle
"z_2[1,47]",1.0002099226677224,exp2,cue,hurdle
"z_2[2,47]",0.9999988132909547,exp2,cue,hurdle
"z_2[1,48]",1.000124821655494,exp2,cue,hurdle
"z_2[2,48]",1.0003292504601038,exp2,cue,hurdle
"z_2[1,49]",1.000442349097042,exp2,cue,hurdle
"z_2[2,49]",1.0001268996020782,exp2,cue,hurdle
"z_2[1,50]",1.0002258510973214,exp2,cue,hurdle
"z_2[2,50]",1.0000223220000517,exp2,cue,hurdle
"L_2[1,1]",NA,exp2,cue,hurdle
"L_2[2,1]",1.000300372115155,exp2,cue,hurdle
"L_2[1,2]",NA,exp2,cue,hurdle
"L_2[2,2]",1.0002561163959465,exp2,cue,hurdle
