parameter,rhat,experiment,condition,model_name
"r_participant[203,Intercept]",1.0004998809279708,exp1,payoff,hurdle
"r_participant[204,Intercept]",1.000309922794492,exp1,payoff,hurdle
"r_participant[206,Intercept]",1.0001780745574287,exp1,payoff,hurdle
"r_participant[207,Intercept]",1.000469535623051,exp1,payoff,hurdle
"r_participant[208,Intercept]",1.0002739313833198,exp1,payoff,hurdle
"r_participant[209,Intercept]",1.000256726147206,exp1,payoff,hurdle
"r_participant[210,Intercept]",1.0002145833147715,exp1,payoff,hurdle
"r_participant[211,Intercept]",1.0002981404894713,exp1,payoff,hurdle
"r_participant[212,Intercept]",1.0003429428864565,exp1,payoff,hurdle
"r_participant[213,Intercept]",1.000321133814121,exp1,payoff,hurdle
"r_participant[214,Intercept]",1.0003169303624138,exp1,payoff,hurdle
"r_participant[215,Intercept]",1.0003405079664502,exp1,payoff,hurdle
"r_participant[216,Intercept]",1.0002798737928489,exp1,payoff,hurdle
"r_participant[217,Intercept]",1.0002223779828057,exp1,payoff,hurdle
"r_participant[218,Intercept]",1.0003232470372654,exp1,payoff,hurdle
"r_participant[219,Intercept]",1.0004572260121667,exp1,payoff,hurdle
"r_participant[220,Intercept]",1.0003104341264646,exp1,payoff,hurdle
"r_participant[221,Intercept]",1.000311855992092,exp1,payoff,hurdle
"r_participant[222,Intercept]",1.000360800746058,exp1,payoff,hurdle
"r_participant[223,Intercept]",1.0002402668058907,exp1,payoff,hurdle
"r_participant[224,Intercept]",1.0003239439296383,exp1,payoff,hurdle
"r_participant[225,Intercept]",1.000336626457217,exp1,payoff,hurdle
"r_participant[226,Intercept]",1.0002738518496463,exp1,payoff,hurdle
"r_participant[227,Intercept]",1.0003397061400499,exp1,payoff,hurdle
"r_participant[228,Intercept]",1.0002420661250464,exp1,payoff,hurdle
"r_participant[229,Intercept]",1.000451127870196,exp1,payoff,hurdle
"r_participant[230,Intercept]",1.0002034900415877,exp1,payoff,hurdle
"r_participant[231,Intercept]",1.0003618886261936,exp1,payoff,hurdle
"r_participant[232,Intercept]",1.000329754057824,exp1,payoff,hurdle
"r_participant[233,Intercept]",1.0004543620591249,exp1,payoff,hurdle
"r_participant[234,Intercept]",1.0003642906660544,exp1,payoff,hurdle
"r_participant[235,Intercept]",1.0002569901513065,exp1,payoff,hurdle
"r_participant[236,Intercept]",1.0001838457987335,exp1,payoff,hurdle
"r_participant[237,Intercept]",1.0002855488878026,exp1,payoff,hurdle
"r_participant__hu[171,Intercept]",1.000038019215222,exp1,payoff,hurdle
"r_participant__hu[172,Intercept]",1.0001235669593476,exp1,payoff,hurdle
"r_participant__hu[173,Intercept]",1.0000816194966524,exp1,payoff,hurdle
"r_participant__hu[174,Intercept]",1.00017293548476,exp1,payoff,hurdle
"r_participant__hu[175,Intercept]",1.0002008121409012,exp1,payoff,hurdle
"r_participant__hu[176,Intercept]",1.0002884899769884,exp1,payoff,hurdle
"r_participant__hu[177,Intercept]",1.0000439818958715,exp1,payoff,hurdle
"r_participant__hu[178,Intercept]",1.0000863951385837,exp1,payoff,hurdle
"r_participant__hu[179,Intercept]",1.0001170148372083,exp1,payoff,hurdle
"r_participant__hu[181,Intercept]",1.0000429338996235,exp1,payoff,hurdle
"r_participant__hu[182,Intercept]",1.0000548628619792,exp1,payoff,hurdle
"r_participant__hu[183,Intercept]",1.0000324869800856,exp1,payoff,hurdle
"r_participant__hu[184,Intercept]",1.0001593051252338,exp1,payoff,hurdle
"r_participant__hu[185,Intercept]",1.0000383549721525,exp1,payoff,hurdle
"r_participant__hu[186,Intercept]",1.0002405842547017,exp1,payoff,hurdle
"r_participant__hu[187,Intercept]",1.0002083607357584,exp1,payoff,hurdle
"r_participant__hu[188,Intercept]",1.000142248381701,exp1,payoff,hurdle
"r_participant__hu[189,Intercept]",1.0000784058540892,exp1,payoff,hurdle
"r_participant__hu[190,Intercept]",0.9999952969205189,exp1,payoff,hurdle
"r_participant__hu[191,Intercept]",1.0001633335836346,exp1,payoff,hurdle
"r_participant__hu[192,Intercept]",1.0002306081885082,exp1,payoff,hurdle
"r_participant__hu[193,Intercept]",1.0002361441848595,exp1,payoff,hurdle
"r_participant__hu[195,Intercept]",1.0001343059881345,exp1,payoff,hurdle
"r_participant__hu[196,Intercept]",1.0000404786834611,exp1,payoff,hurdle
"r_participant__hu[197,Intercept]",0.9999904838598063,exp1,payoff,hurdle
"r_participant__hu[198,Intercept]",1.0001648450933105,exp1,payoff,hurdle
"r_participant__hu[199,Intercept]",1.000331366313552,exp1,payoff,hurdle
"r_participant__hu[200,Intercept]",1.0002225246652197,exp1,payoff,hurdle
"r_participant__hu[201,Intercept]",1.000175503587151,exp1,payoff,hurdle
"r_participant__hu[202,Intercept]",1.0000071812722282,exp1,payoff,hurdle
"r_participant__hu[203,Intercept]",1.0001381492335228,exp1,payoff,hurdle
"r_participant__hu[204,Intercept]",1.0001638961255808,exp1,payoff,hurdle
"r_participant__hu[206,Intercept]",0.9999984042598482,exp1,payoff,hurdle
"r_participant__hu[207,Intercept]",1.0000060977324479,exp1,payoff,hurdle
"r_participant__hu[208,Intercept]",1.000189313182446,exp1,payoff,hurdle
"r_participant__hu[209,Intercept]",1.0000563949639616,exp1,payoff,hurdle
"r_participant__hu[210,Intercept]",1.0000788522749922,exp1,payoff,hurdle
"r_participant__hu[211,Intercept]",1.0001809060329903,exp1,payoff,hurdle
"r_participant__hu[212,Intercept]",1.0001316663319573,exp1,payoff,hurdle
"r_participant__hu[213,Intercept]",1.000107493240398,exp1,payoff,hurdle
"r_participant__hu[214,Intercept]",1.0001043550477375,exp1,payoff,hurdle
"r_participant__hu[215,Intercept]",1.0002339889830458,exp1,payoff,hurdle
"r_participant__hu[216,Intercept]",1.0000072803487496,exp1,payoff,hurdle
"r_participant__hu[217,Intercept]",1.0000676799915669,exp1,payoff,hurdle
"r_participant__hu[218,Intercept]",1.0000553057320882,exp1,payoff,hurdle
"r_participant__hu[219,Intercept]",1.0001684600184557,exp1,payoff,hurdle
"r_participant__hu[220,Intercept]",1.000431184101509,exp1,payoff,hurdle
"r_participant__hu[221,Intercept]",1.0001230978270395,exp1,payoff,hurdle
"r_participant__hu[222,Intercept]",1.0001823991441756,exp1,payoff,hurdle
"r_participant__hu[223,Intercept]",1.0000752910041353,exp1,payoff,hurdle
"r_participant__hu[224,Intercept]",1.0000801211799333,exp1,payoff,hurdle
"r_participant__hu[225,Intercept]",1.0000348257013978,exp1,payoff,hurdle
"r_participant__hu[226,Intercept]",1.0000736354188162,exp1,payoff,hurdle
"r_participant__hu[227,Intercept]",1.0001091833846347,exp1,payoff,hurdle
"r_participant__hu[228,Intercept]",1.0001619886475608,exp1,payoff,hurdle
"r_participant__hu[229,Intercept]",1.0002165692901006,exp1,payoff,hurdle
"r_participant__hu[230,Intercept]",1.000106519712538,exp1,payoff,hurdle
"r_participant__hu[231,Intercept]",1.0000757102534272,exp1,payoff,hurdle
"r_participant__hu[232,Intercept]",1.0000494582846322,exp1,payoff,hurdle
"r_participant__hu[233,Intercept]",1.0001138883867182,exp1,payoff,hurdle
"r_participant__hu[234,Intercept]",1.0000289932165902,exp1,payoff,hurdle
"r_participant__hu[235,Intercept]",1.000056542641692,exp1,payoff,hurdle
"r_participant__hu[236,Intercept]",1.0001782778158785,exp1,payoff,hurdle
"r_participant__hu[237,Intercept]",1.0001791506535063,exp1,payoff,hurdle
"r_participant__hu[171,condpresent]",1.000062112795495,exp1,payoff,hurdle
"r_participant__hu[172,condpresent]",1.0000292099636294,exp1,payoff,hurdle
"r_participant__hu[173,condpresent]",1.0001010042664893,exp1,payoff,hurdle
"r_participant__hu[174,condpresent]",1.0000174216756927,exp1,payoff,hurdle
"r_participant__hu[175,condpresent]",1.000017393301166,exp1,payoff,hurdle
"r_participant__hu[176,condpresent]",1.0001836724766042,exp1,payoff,hurdle
"r_participant__hu[177,condpresent]",1.0002400233432251,exp1,payoff,hurdle
"r_participant__hu[178,condpresent]",1.0002100115074213,exp1,payoff,hurdle
"r_participant__hu[179,condpresent]",1.0001432471951814,exp1,payoff,hurdle
"r_participant__hu[181,condpresent]",1.0002399079509732,exp1,payoff,hurdle
"r_participant__hu[182,condpresent]",1.000085580582557,exp1,payoff,hurdle
"r_participant__hu[183,condpresent]",1.000435039817459,exp1,payoff,hurdle
"r_participant__hu[184,condpresent]",1.0001849647625645,exp1,payoff,hurdle
"r_participant__hu[185,condpresent]",1.0000594267483776,exp1,payoff,hurdle
"r_participant__hu[186,condpresent]",1.0003092446043789,exp1,payoff,hurdle
"r_participant__hu[187,condpresent]",1.000214341307478,exp1,payoff,hurdle
"r_participant__hu[188,condpresent]",1.0001310257074016,exp1,payoff,hurdle
"r_participant__hu[189,condpresent]",1.0001040211640313,exp1,payoff,hurdle
"r_participant__hu[190,condpresent]",1.0000070586720773,exp1,payoff,hurdle
"r_participant__hu[191,condpresent]",1.000015781417338,exp1,payoff,hurdle
"r_participant__hu[192,condpresent]",1.0000235175957946,exp1,payoff,hurdle
"r_participant__hu[193,condpresent]",1.0000354531903473,exp1,payoff,hurdle
"r_participant__hu[195,condpresent]",0.9999906254382811,exp1,payoff,hurdle
"r_participant__hu[196,condpresent]",1.0000098326036586,exp1,payoff,hurdle
"r_participant__hu[197,condpresent]",1.0001513908904867,exp1,payoff,hurdle
"r_participant__hu[198,condpresent]",1.000248765498448,exp1,payoff,hurdle
"r_participant__hu[199,condpresent]",0.9999946951779577,exp1,payoff,hurdle
"r_participant__hu[200,condpresent]",1.0000900502687065,exp1,payoff,hurdle
"r_participant__hu[201,condpresent]",1.0000741694166588,exp1,payoff,hurdle
"r_participant__hu[202,condpresent]",1.0000657923874188,exp1,payoff,hurdle
"r_participant__hu[203,condpresent]",1.000142017218417,exp1,payoff,hurdle
"r_participant__hu[204,condpresent]",1.000077889163935,exp1,payoff,hurdle
"r_participant__hu[206,condpresent]",1.0000976407437911,exp1,payoff,hurdle
"r_participant__hu[207,condpresent]",0.9999757897274616,exp1,payoff,hurdle
"r_participant__hu[208,condpresent]",1.0000628127429803,exp1,payoff,hurdle
"r_participant__hu[209,condpresent]",1.0001884648784465,exp1,payoff,hurdle
"r_participant__hu[210,condpresent]",1.0002432960608667,exp1,payoff,hurdle
"r_participant__hu[211,condpresent]",1.000181839286416,exp1,payoff,hurdle
"r_participant__hu[212,condpresent]",0.9999854715319549,exp1,payoff,hurdle
"r_participant__hu[213,condpresent]",1.0000685939377243,exp1,payoff,hurdle
"r_participant__hu[214,condpresent]",1.000104453458472,exp1,payoff,hurdle
"r_participant__hu[215,condpresent]",0.9999548827501706,exp1,payoff,hurdle
"r_participant__hu[216,condpresent]",1.0001093304077557,exp1,payoff,hurdle
"r_participant__hu[217,condpresent]",1.000296158065805,exp1,payoff,hurdle
"r_participant__hu[218,condpresent]",1.000012789526843,exp1,payoff,hurdle
"r_participant__hu[219,condpresent]",1.0001280034390594,exp1,payoff,hurdle
"r_participant__hu[220,condpresent]",1.0001196732894084,exp1,payoff,hurdle
"r_participant__hu[221,condpresent]",1.0000903622268553,exp1,payoff,hurdle
"r_participant__hu[222,condpresent]",1.0000932458604068,exp1,payoff,hurdle
"r_participant__hu[223,condpresent]",1.000094466319867,exp1,payoff,hurdle
"r_participant__hu[224,condpresent]",0.9999803237490866,exp1,payoff,hurdle
"r_participant__hu[225,condpresent]",1.0001671660299174,exp1,payoff,hurdle
"r_participant__hu[226,condpresent]",1.0001287105611925,exp1,payoff,hurdle
"r_participant__hu[227,condpresent]",1.0000416234762195,exp1,payoff,hurdle
"r_participant__hu[228,condpresent]",1.0000278827950726,exp1,payoff,hurdle
"r_participant__hu[229,condpresent]",1.0001035933534999,exp1,payoff,hurdle
"r_participant__hu[230,condpresent]",1.000078596315148,exp1,payoff,hurdle
"r_participant__hu[231,condpresent]",1.0000454631018114,exp1,payoff,hurdle
"r_participant__hu[232,condpresent]",1.0000402782323232,exp1,payoff,hurdle
"r_participant__hu[233,condpresent]",1.000131228076802,exp1,payoff,hurdle
"r_participant__hu[234,condpresent]",1.0004292378415935,exp1,payoff,hurdle
"r_participant__hu[235,condpresent]",1.0000764540243554,exp1,payoff,hurdle
"r_participant__hu[236,condpresent]",1.000052513969522,exp1,payoff,hurdle
"r_participant__hu[237,condpresent]",1.0001910487401775,exp1,payoff,hurdle
lprior,1.0003724883299314,exp1,payoff,hurdle
lp__,1.000507940155144,exp1,payoff,hurdle
"z_1[1,1]",1.0002988062251241,exp1,payoff,hurdle
"z_1[1,2]",1.0003834738657797,exp1,payoff,hurdle
"z_1[1,3]",1.0007267772350275,exp1,payoff,hurdle
"z_1[1,4]",1.0010048586871636,exp1,payoff,hurdle
"z_1[1,5]",1.000288709891006,exp1,payoff,hurdle
"z_1[1,6]",1.0003975267524658,exp1,payoff,hurdle
"z_1[1,7]",1.0006022839520001,exp1,payoff,hurdle
"z_1[1,8]",1.0001391053176942,exp1,payoff,hurdle
"z_1[1,9]",1.0003755627742195,exp1,payoff,hurdle
"z_1[1,10]",1.000094840490183,exp1,payoff,hurdle
"z_1[1,11]",1.0006512736100903,exp1,payoff,hurdle
"z_1[1,12]",1.000345906106893,exp1,payoff,hurdle
"z_1[1,13]",1.0003720322781233,exp1,payoff,hurdle
"z_1[1,14]",1.0008929866218605,exp1,payoff,hurdle
"z_1[1,15]",1.000173777457028,exp1,payoff,hurdle
"z_1[1,16]",1.000325194262972,exp1,payoff,hurdle
"z_1[1,17]",1.000651454307526,exp1,payoff,hurdle
"z_1[1,18]",1.00020520100085,exp1,payoff,hurdle
"z_1[1,19]",1.0002814617545626,exp1,payoff,hurdle
"z_1[1,20]",1.0005314941719776,exp1,payoff,hurdle
"z_1[1,21]",1.000765414939015,exp1,payoff,hurdle
"z_1[1,22]",1.0003092218277603,exp1,payoff,hurdle
"z_1[1,23]",1.0009568384423597,exp1,payoff,hurdle
"z_1[1,24]",1.0003306922083184,exp1,payoff,hurdle
"z_1[1,25]",1.0003452922420608,exp1,payoff,hurdle
"z_1[1,26]",1.0001931605203438,exp1,payoff,hurdle
"z_1[1,27]",1.0006266481699624,exp1,payoff,hurdle
"z_1[1,28]",1.0001588224301148,exp1,payoff,hurdle
"z_1[1,29]",1.0002804016314895,exp1,payoff,hurdle
"z_1[1,30]",1.0001211221154467,exp1,payoff,hurdle
"z_1[1,31]",1.0002630102905667,exp1,payoff,hurdle
"z_1[1,32]",1.0004387237392411,exp1,payoff,hurdle
"z_1[1,33]",1.0003389817150132,exp1,payoff,hurdle
"z_1[1,34]",1.0001228360099024,exp1,payoff,hurdle
"z_1[1,35]",1.0009210112188556,exp1,payoff,hurdle
"z_1[1,36]",1.000407076618225,exp1,payoff,hurdle
"z_1[1,37]",1.0005478650332917,exp1,payoff,hurdle
"z_1[1,38]",1.0005900597395319,exp1,payoff,hurdle
"z_1[1,39]",1.0008491490010056,exp1,payoff,hurdle
"z_1[1,40]",1.0004552041933084,exp1,payoff,hurdle
"z_1[1,41]",1.000336595195646,exp1,payoff,hurdle
"z_1[1,42]",1.0000928178184318,exp1,payoff,hurdle
"z_1[1,43]",1.0003209901848997,exp1,payoff,hurdle
"z_1[1,44]",1.0005719791520669,exp1,payoff,hurdle
"z_1[1,45]",1.0003938502002208,exp1,payoff,hurdle
"z_1[1,46]",1.0006224484664736,exp1,payoff,hurdle
"z_1[1,47]",1.0002140745297439,exp1,payoff,hurdle
"z_1[1,48]",1.000286986183976,exp1,payoff,hurdle
"z_1[1,49]",1.0004611164122132,exp1,payoff,hurdle
"z_1[1,50]",1.0002863691838015,exp1,payoff,hurdle
"z_1[1,51]",1.0001686565449086,exp1,payoff,hurdle
"z_1[1,52]",1.0005097371177525,exp1,payoff,hurdle
"z_1[1,53]",1.0001012552415884,exp1,payoff,hurdle
"z_1[1,54]",1.00065853062783,exp1,payoff,hurdle
"z_1[1,55]",1.0005405681867312,exp1,payoff,hurdle
"z_1[1,56]",1.0006371087557506,exp1,payoff,hurdle
"z_1[1,57]",1.0003687795650096,exp1,payoff,hurdle
"z_1[1,58]",1.0008664304035446,exp1,payoff,hurdle
"z_1[1,59]",1.000633187204981,exp1,payoff,hurdle
"z_1[1,60]",1.000524179790922,exp1,payoff,hurdle
"z_1[1,61]",1.0008431096153847,exp1,payoff,hurdle
"z_1[1,62]",1.0001937185820395,exp1,payoff,hurdle
"z_1[1,63]",1.0002560132076541,exp1,payoff,hurdle
"z_1[1,64]",1.0003809827339074,exp1,payoff,hurdle
"z_2[1,1]",1.0000573209911996,exp1,payoff,hurdle
"z_2[2,1]",1.0001516547507605,exp1,payoff,hurdle
"z_2[1,2]",1.000091727534509,exp1,payoff,hurdle
"z_2[2,2]",1.0000614308596052,exp1,payoff,hurdle
"z_2[1,3]",1.0001180253827255,exp1,payoff,hurdle
"z_2[2,3]",1.0000823973718913,exp1,payoff,hurdle
"z_2[1,4]",1.0001804404493886,exp1,payoff,hurdle
"z_2[2,4]",1.0000531915443143,exp1,payoff,hurdle
"z_2[1,5]",1.0002136418232157,exp1,payoff,hurdle
"z_2[2,5]",1.0001495913565315,exp1,payoff,hurdle
"z_2[1,6]",1.0001880783251818,exp1,payoff,hurdle
"z_2[2,6]",1.000208720179716,exp1,payoff,hurdle
"z_2[1,7]",1.0001450809779737,exp1,payoff,hurdle
"z_2[2,7]",1.0001276706639266,exp1,payoff,hurdle
"z_2[1,8]",1.0001142976196313,exp1,payoff,hurdle
"z_2[2,8]",1.0006205361666867,exp1,payoff,hurdle
"z_2[1,9]",1.0001433260343016,exp1,payoff,hurdle
"z_2[2,9]",1.0001785420457525,exp1,payoff,hurdle
"z_2[1,10]",1.000114968265722,exp1,payoff,hurdle
"z_2[2,10]",1.000417830618318,exp1,payoff,hurdle
"z_2[1,11]",1.000024604456681,exp1,payoff,hurdle
"z_2[2,11]",0.9999969432531551,exp1,payoff,hurdle
"z_2[1,12]",1.0000408508682064,exp1,payoff,hurdle
"z_2[2,12]",1.0003810866329303,exp1,payoff,hurdle
"z_2[1,13]",1.0000385047055416,exp1,payoff,hurdle
"z_2[2,13]",1.000241487597379,exp1,payoff,hurdle
"z_2[1,14]",1.0000582006693137,exp1,payoff,hurdle
"z_2[2,14]",1.000155083463409,exp1,payoff,hurdle
"z_2[1,15]",1.0002335269941853,exp1,payoff,hurdle
"z_2[2,15]",1.0002946188513002,exp1,payoff,hurdle
"z_2[1,16]",1.0001722691801262,exp1,payoff,hurdle
"z_2[2,16]",1.0001780043935204,exp1,payoff,hurdle
"z_2[1,17]",1.000202370117744,exp1,payoff,hurdle
"z_2[2,17]",1.0001985858152862,exp1,payoff,hurdle
"z_2[1,18]",1.0000905893221228,exp1,payoff,hurdle
"z_2[2,18]",1.0001441397570638,exp1,payoff,hurdle
"z_2[1,19]",0.9999878852764934,exp1,payoff,hurdle
"z_2[2,19]",1.0000658561487115,exp1,payoff,hurdle
"z_2[1,20]",1.0001860537623588,exp1,payoff,hurdle
"z_2[2,20]",0.9999755083084295,exp1,payoff,hurdle
"z_2[1,21]",1.0002623451797124,exp1,payoff,hurdle
"z_2[2,21]",1.0000138800541618,exp1,payoff,hurdle
"z_2[1,22]",1.0001173234704577,exp1,payoff,hurdle
"z_2[2,22]",1.0002554323895105,exp1,payoff,hurdle
"z_2[1,23]",1.0001410777210689,exp1,payoff,hurdle
"z_2[2,23]",0.9999981009624708,exp1,payoff,hurdle
"z_2[1,24]",1.0001302095124258,exp1,payoff,hurdle
"z_2[2,24]",1.0003250917686053,exp1,payoff,hurdle
"z_2[1,25]",1.0001122147782802,exp1,payoff,hurdle
"z_2[2,25]",1.0002179109063625,exp1,payoff,hurdle
"z_2[1,26]",1.0001697346256744,exp1,payoff,hurdle
"z_2[2,26]",1.000196444612327,exp1,payoff,hurdle
"z_2[1,27]",1.0003918568522594,exp1,payoff,hurdle
"z_2[2,27]",0.9999997069767359,exp1,payoff,hurdle
"z_2[1,28]",1.0002553802011729,exp1,payoff,hurdle
"z_2[2,28]",1.0000967128805498,exp1,payoff,hurdle
"z_2[1,29]",1.000196714623464,exp1,payoff,hurdle
"z_2[2,29]",1.0000709112228747,exp1,payoff,hurdle
"z_2[1,30]",1.0001618906330947,exp1,payoff,hurdle
"z_2[2,30]",1.0002379417044598,exp1,payoff,hurdle
"z_2[1,31]",1.000209212736601,exp1,payoff,hurdle
"z_2[2,31]",1.0004793041766984,exp1,payoff,hurdle
"z_2[1,32]",1.0001989282436596,exp1,payoff,hurdle
"z_2[2,32]",1.0001597862080907,exp1,payoff,hurdle
"z_2[1,33]",1.0000292054697433,exp1,payoff,hurdle
"z_2[2,33]",1.000226035903869,exp1,payoff,hurdle
"z_2[1,34]",1.0000390029343214,exp1,payoff,hurdle
"z_2[2,34]",1.0001063286125818,exp1,payoff,hurdle
"z_2[1,35]",1.0002046513806013,exp1,payoff,hurdle
"z_2[2,35]",1.0002500175157587,exp1,payoff,hurdle
"z_2[1,36]",1.000070673520006,exp1,payoff,hurdle
"z_2[2,36]",1.0001561740991323,exp1,payoff,hurdle
"z_2[1,37]",1.0001121785499623,exp1,payoff,hurdle
"z_2[2,37]",1.0002276676406623,exp1,payoff,hurdle
"z_2[1,38]",1.0002061734670848,exp1,payoff,hurdle
"z_2[2,38]",1.0002287214440404,exp1,payoff,hurdle
"z_2[1,39]",1.0001307039710599,exp1,payoff,hurdle
"z_2[2,39]",1.0002720270405026,exp1,payoff,hurdle
"z_2[1,40]",1.0002241605268758,exp1,payoff,hurdle
"z_2[2,40]",1.0002420101572136,exp1,payoff,hurdle
"z_2[1,41]",1.000395318432643,exp1,payoff,hurdle
"z_2[2,41]",1.0004571456266003,exp1,payoff,hurdle
"z_2[1,42]",1.0001953167684718,exp1,payoff,hurdle
"z_2[2,42]",0.9999927211818457,exp1,payoff,hurdle
"z_2[1,43]",1.0001611043751042,exp1,payoff,hurdle
"z_2[2,43]",1.0002761725058271,exp1,payoff,hurdle
"z_2[1,44]",1.000010657826353,exp1,payoff,hurdle
"z_2[2,44]",1.0001547644811863,exp1,payoff,hurdle
"z_2[1,45]",1.0001044149817593,exp1,payoff,hurdle
"z_2[2,45]",1.0002268163334047,exp1,payoff,hurdle
"z_2[1,46]",1.0002840894734764,exp1,payoff,hurdle
"z_2[2,46]",1.0000763873712897,exp1,payoff,hurdle
"z_2[1,47]",1.0004883876898265,exp1,payoff,hurdle
"z_2[2,47]",1.0001242922673879,exp1,payoff,hurdle
"z_2[1,48]",1.000164870136159,exp1,payoff,hurdle
"z_2[2,48]",1.000008522899188,exp1,payoff,hurdle
"z_2[1,49]",1.000273020187196,exp1,payoff,hurdle
"z_2[2,49]",1.0000914396988685,exp1,payoff,hurdle
"z_2[1,50]",1.0001195410564416,exp1,payoff,hurdle
"z_2[2,50]",1.0002022771411532,exp1,payoff,hurdle
"z_2[1,51]",1.0002608397727397,exp1,payoff,hurdle
"z_2[2,51]",1.000661423785033,exp1,payoff,hurdle
"z_2[1,52]",1.0000452657940082,exp1,payoff,hurdle
"z_2[2,52]",1.000152542524671,exp1,payoff,hurdle
"z_2[1,53]",1.000059103936167,exp1,payoff,hurdle
"z_2[2,53]",1.0003399437743123,exp1,payoff,hurdle
"z_2[1,54]",1.000114078461173,exp1,payoff,hurdle
"z_2[2,54]",1.0000542023704593,exp1,payoff,hurdle
"z_2[1,55]",1.000199468303498,exp1,payoff,hurdle
"z_2[2,55]",1.000067715403561,exp1,payoff,hurdle
"z_2[1,56]",1.0002084765621269,exp1,payoff,hurdle
"z_2[2,56]",1.000283920554631,exp1,payoff,hurdle
"z_2[1,57]",1.0000714428892723,exp1,payoff,hurdle
"z_2[2,57]",1.0002367265488612,exp1,payoff,hurdle
"z_2[1,58]",1.0001797783535928,exp1,payoff,hurdle
"z_2[2,58]",1.0000436588876007,exp1,payoff,hurdle
"z_2[1,59]",1.0001165343217562,exp1,payoff,hurdle
"z_2[2,59]",1.000146606929243,exp1,payoff,hurdle
"z_2[1,60]",1.0001244678671808,exp1,payoff,hurdle
"z_2[2,60]",1.0001486236645902,exp1,payoff,hurdle
"z_2[1,61]",1.0000634883727306,exp1,payoff,hurdle
"z_2[2,61]",1.000279915612125,exp1,payoff,hurdle
"z_2[1,62]",1.000030861387488,exp1,payoff,hurdle
"z_2[2,62]",1.0001120416726834,exp1,payoff,hurdle
"z_2[1,63]",1.000238373433544,exp1,payoff,hurdle
"z_2[2,63]",1.0002737016279195,exp1,payoff,hurdle
"z_2[1,64]",1.0001629511563288,exp1,payoff,hurdle
"z_2[2,64]",1.0001543990876267,exp1,payoff,hurdle
"L_2[1,1]",NA,exp1,payoff,hurdle
"L_2[2,1]",1.0010444688041136,exp1,payoff,hurdle
"L_2[1,2]",NA,exp1,payoff,hurdle
"L_2[2,2]",1.0009928996783843,exp1,payoff,hurdle
